variable_name,description,datatype,survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,section_header,ui,field_note,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories,related_group
smoke_years,,number,,,How many years have you smoked?,,,,,,,,,tier2_alcohol_and_tobacco,Prescription Medication 15,text,,0.1,100,[smoker_cur_stat] ='4' or  [smoker_cur_stat] ='3'  ,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,year,group17
education,Highest level of Education of participant.,categorical,,,"""What is your highest level of education?""",,Associate's Degree; Bachelor's Degree; High school or equivalent; Master's Degree; Professional degree; Some college; Technical occupational cert; Recode_NA,,,,,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"education,participant,high level",group17
grades_thisyear,,,,,"During the current school year, how would you describe [you/your child's] grades in school?",,"1, Below Average (D's or F's) | 2, Average (C's) | 3, Good (B's) | 4, Very Good (A's and B's) | 5, Excellent (A's) | 6, My child was not graded | 7, Refused | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,Academic Satisfaction,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"grade,child,current school year,school",group17
edu_years_of_school,Recommendation from RADx-UP projects,,,,What is the highest level of education you have achieved outside or in the United States?  Grades roughly equivalent to years of school.,,"0, Have never gone to school|1,5th grade or less|2,6th to 8th grade|3,9th to 12th grade, no diploma  |4,High school graduate or GED completed  |5,Some college level/ Technical / Vocational degree  |6,Bachelor's degree  |7,Other advanced degree (Master's, Doctoral degree)| 98, Prefer not to answer |99,Don't know",,,,,,,sociodemographics,Demographics,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"education,school,recommendation,grade,united states,radx,project,high level",group17
education,Education of participant,dropdown,,,"What is the highest grade or level of school you have completed or the highest degree you have received? (ENTER HIGHEST LEVEL OF SCHOOL)
",,"0, NEVER ATTENDED/KINDERGARTEN Only | 1, 1ST GRADE | 2, 2ND GRADE | 3, 3RD GRADE | 4, 4TH GRADE | 5, 5TH GRADE | 6, 6TH GRADE | 7, 7TH GRADE | 8, 8TH GRADE | 9, 9TH GRADE | 10, 10TH GRADE | 11, 11TH GRADE | 12, 12TH GRADE, NO DIPLOMA | 13, HIGH SCHOOL GRADUATE | 14, GED OR EQUIVALENT | 15, SOME COLLEGE, NO DEGR | 16, ASSOCIATE DEGREE: OCUPATIONAL, TECHNICAL, OR VOCATIONAL PROGRAM | 17, ASSOCIATE DEGREE: ACADEMIC PROGRAM | 18, BACHELOR'S DEGREE (EXAMPLE: BA, AB, BS, BBA) | 19, MASTER'S DEGREE (EXAMPLE: MA, MS, Meng, Med, MBA) | 20, PROFESSIONAL SCHOOL DEGREE (EXAMPLE: MD, DDS, DVM, JD) | 21, DOCTORAL DEGREE (EXAMPLE: PhD, EdD) | 22, REFUSED | 99, DON'T KNOW",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"level,education,school,high grade,high level,participant,high degree",group17
age,,long,,,What is your current age (in years)?,,,,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,"current age,year",group17
school_age_child,,select one,Return to School and College,0,Do you have school aged children living with you who have recently started or returned to in-person instruction (physically located at school)?,true,Yes;No;Other,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Return to School and College.csv,RADx-DHT,"person instruction,aged child,school",group18
breakfast_precovid,,,,,Did your child get breakfast and/or lunch from the school in the 2019-2020 school year before the COVID-19 pandemic?,,"0, No | 1, Yes | 98, Don't know | 97, Not applicable/child did not go to school in person| 99, Prefer not to answer",,,,,,,tier2_ped,Did the patient receive the following for treatment of COVID in the hospital?,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"breakfast,school,child,school year,lunch",group18
child_absent_covid,,,,,About how many days did this child miss school (including missing remote learning) because of illness of you or a family member from COVID-19?,,"1, No missed school days | 2, 1-3 days | 3, 4-6 days | 4, 7-10 days | 5, 11-15 days | 6, 15 or more days | 7, This child was not enrolled in school | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,radio,,,,[child_absent] = '2' or [child_absent] = '3' or [child_absent] = '4' or [child_absent] = '5' or [child_absent] = '6',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"school,child,illness,remote learning,day",group19
during_worriedschool,,,,,"How worried have you been about changes to schooling (e.g., missing school in-person)?",,"1, Not at all | 2, Slightly | 3, Moderately | 4, Very | 5, Extremely | 99, Prefer not to answer",,,,,,,tier2_ped,(9+) During the COVID-19 pandemic (since March 2020),radio,,,,,,during_worry,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"person,change,school",group19
missed_work,,string,,,Did you miss school or work due to your illness?__Response,,"['I missed 1 day of school or work', 'No, I did not miss any school or work during my illness', 'I missed 2 days of school or work', 'I am retired and/or school or work days don’t apply to me', 'I missed more than 3 days of school or work', 'Illness occurred on a weekend or other day(s) off', nan, 'I missed 3 days of school or work', 'I don’t know / I don’t remember']",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,"work,school",group19
pastweek_worriedschool,,,,,"How worried have you been about changes to schooling (e.g., missing school in-person)?",,"1, Not at all | 2, Slightly | 3, Moderately | 4, Very | 5, Extremely | 99, Prefer not to answer",,,,,,,tier2_ped,In the past week:,radio,,,,,,pastweek_worry,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"person,change,school",group19
how_tall_are_you_without_shoes__height_inches,How tall are you without shoes? | Height | Inches,text,,,,, ,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,shoe,group20
height,Height of participant,categorical,,," ""Please provide your height""",,"4'5""-5'6""; 5'7"" - 6'; over 6'",,,,feet and inches,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"participant,height",group20
height,,integer,Largest Gathering and Height/Weight,0,What is your height in inches?,true,|inches,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Largest Gathering and Height Weight.csv,RADx-DHT,"height,inch",group20
self_reported_height_coded,PX020704|https://www.phenxtoolkit.org/protocols/view/20704?origin=search|2007-2008 National Health and Nutritional Examination Survey (NHANES) Weight History Questionnaire,,,,"How tall are you without shoes? 

Please choose the units you would like to use for height",,"1, Feet and inches | 2, Meters and centimeters | 98, Don't know | 99, Prefer not to answer",,,,,,,health_status,Height,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"shoe,national health,nutritional examination survey,protocol,nhane,weight history questionnaire,height,unit",group20
how_tall_are_you_without_shoes__height_feet,How tall are you without shoes? | Height | Feet,text,,,,, ,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,shoe,group20
weight_lbs,,number,,,What is your weight?,,,,,,,,,form_1,Health status,text,Weight in pounds,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,weight,group21
weight,Weight of participant,categorical,,,"""Please provide your weight""",,100-150; 151-200; 201-250; over250,,,,pounds,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"weight,participant",group21
weight,,integer,Largest Gathering and Height/Weight,0,What is your weight in pounds?,true,|pounds,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Largest Gathering and Height Weight.csv,RADx-DHT,"weight,pound",group21
tested_for_conditions__other_condition,,string,,,Were you tested for any of the following conditions in the past 24 hours? Select all that apply,,"[nan, 'I was tested for another condition or infection']",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT,"hour,condition",group22
tested_for_conditions__covid_testing_unavailable,,string,,,Were you tested for any of the following conditions in the past 24 hours? Select all that apply,,"[nan, 'I tried to get tested for COVID 19 but testing was unavailable']",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT,"hour,condition",group22
tested_for_conditions__flu,,string,,,Were you tested for any of the following conditions in the past 24 hours? Select all that apply,,"[nan, 'I was tested for the flu']",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT,"hour,condition",group22
diagnosis_none,Indicates that the participant reported not being diagnosed with any of the conditions on the survey.,categorical,,,Have you been diagnosed with any of the following?,,"1, Yes;
0, No",,,,,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"survey,participant,follow,condition",group22
current_conditions,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey,,,,Do you have any of the following conditions? (Select all that apply),,,,,,,,,medical_history,Conditions,descriptive,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"jhu community survey,toolkit_content,pdf,condition",group22
not_tested_for_conditions,,string,,,Were you tested for any of the following conditions in the past 24 hours? Select all that apply,,"['I was not tested for any conditions or infections in the past 24 hours', nan]",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT,"hour,condition",group22
tested_for_conditions__covid_not_eligible,,string,,,Were you tested for any of the following conditions in the past 24 hours? Select all that apply,,"[nan, 'I tried to get tested for COVID 19 but was told I am not eligible or that I do not need a test']",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT,"hour,condition",group22
tested_for_conditions__covid,,string,,,Were you tested for any of the following conditions in the past 24 hours? Select all that apply,,"[nan, 'I was tested for coronavirus disease COVID 19']",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT,"hour,condition",group22
cc_otherchroniccond_2,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey,,,,Other chronic condition,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,medical_history,Conditions,radio,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"jhu community survey,toolkit_content,pdf,chronic condition",group23
other_cond,,,,,Other conditions (specify),,,,,,,,,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,text,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,condition,group23
oth_chronic_sp,Do you currently have any of the following  conditions? - Specify 'Other Chronic Condition,text,,,Specify 'Other Chronic Condition' ________,,,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"chronic condition,condition",group23
chronic_oth,Do you currently have any of the following  conditions? -Other chronic condition,radio,,,Other chronic condition,,"1, Yes | 2, No",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"chronic condition,condition",group23
asthma,,select one,Your Medical Conditions,4,"Asthma, to the point that you use inhalers daily or have been to the hospital for your asthma?",true,Yes;No;Don't know,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT,"asthma,point,hospital,inhaler",group24
asthma,,,,,Asthma,,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,asthma,group24
30103-conditionsrisks-14,Following underlying conditions or risk factors selected; Asthma,categorical,,,Do you have any of the following underlying conditions or risk factors? Asthma,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,Medical History,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"asthma,risk factor,condition",group24
asthma,,,,,Asthma,,"1, Yes | 0, No",,,,,,,form_1,Medical History,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,asthma,group24
complications__worse_athsma_copd__onset,,string,,,Approximately when did the worsening of asthma or COPD first occur?__Date,,[],,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,"asthma,copd",group24
sickle_cell,,,,,Sickle cell disease,,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,sickle cell disease,group25
sickle_cell_disease,,,,,Sickle cell disease,,"1, Yes | 0, No",,,,,,,form_1,Medical History,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,sickle cell disease,group25
cancer,,,,,Cancer,,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,cancer,group26
cancer,,,,,Cancer,,"1, Yes | 0, No",,,,,,,form_1,Medical History,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,cancer,group26
30103-conditionsrisks-17,Following underlying conditions or risk factors selected;Current Vape Use,categorical,,,Do you have any of the following underlying conditions or risk factors? Current Vape Use,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,Medical History,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"risk factor,vape use,current vape use,condition",group27
vaping,,,,,Vaping Use,,"1, Yes | 0, No",,,,,,,form_1,Medical History,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,vape use,group27
diabetes,,,,,Diabetes,,"1, Yes | 0, No",,,,,,,form_1,Medical History,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,diabete,group28
diabetes,,select one,Your Medical Conditions,4,Diabetes? Do not include pre-diabetes.,true,Yes;No;Don't know,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT,diabete,group28
have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__chronic_kidney_disease_ckd,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Chronic kidney disease (CKD),text,,,,,"[""""chronic_kidney_disease_ckd""""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"healthcare provider,ckd,health condition,chronic kidney disease,life",group29
cc_chronickd_2,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey,,,,Chronic kidney disease (CKD),,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,medical_history,Conditions,radio,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"ckd,jhu community survey,chronic kidney disease,toolkit_content,pdf",group29
diagnosis_chronic_kidney_disease,Indicates that the participant reported having been diagnosed with Chronic kidney disease,categorical,,,Have you been diagnosed with any of the following?,,"1, Yes;
0, No",,,,,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"participant,follow,chronic kidney disease",group29
chronic_kidney_disease,,,,,Chronic kidney disease,,"1, Yes | 0, No",,,,,,,form_1,Medical History,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,chronic kidney disease,group29
30103-conditionsrisks-22,Following underlying conditions or risk factors selected;Chronic kidney disease,categorical,,,Do you have any of the following underlying conditions or risk factors? Chronic kidney disease,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,Medical History,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"risk factor,condition,chronic kidney disease,kidney disease",group29
diagnosis_chronic_kidney_disease,Indicates that the participant reported having been diagnosed with Chronic kidney disease,categorical,,,,,"1, Yes;
0, No",,,,,,,,,,,,,,,,,,,NIH_CD_DD_origcopy.csv,RADx-DHT,"participant,chronic kidney disease",group29
have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__chronic_lung_disease,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Chronic lung disease,text,,,,,"[""""chronic_lung_disease""""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"healthcare provider,health condition,point,chronic lung disease,life",group30
diagnosis_chronic_lung_disease,Indicates that the participant reported having been diagnosed with Chronic Lung Disease,categorical,,,Have you been diagnosed with any of the following?,,"1, Yes;
0, No",,,,,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"chronic lung disease,follow,participant",group30
chronic_lung_disease,,,,,Chronic lung disease,,"1, Yes | 0, No",,,,,,,form_1,Medical History,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,chronic lung disease,group30
30103-conditionsrisks-23,Following underlying conditions or risk factors selected;Chronic lung disease,categorical,,,Do you have any of the following underlying conditions or risk factors? Chronic lung disease,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,Medical History,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"risk factor,chronic lung disease,lung disease,condition",group30
hyperten,,,,,Hypertension,,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,hypertension,group31
hbp,,select one,Your Medical Conditions,4,High blood pressure or hypertension (except that occurred during pregnancy and did not last after pregnancy)?,true,Yes;No;Don't know,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT,"high blood pressure,hypertension,pregnancy",group31
cc_hypertension_2,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey,,,,"Hypertension (HTN, high blood pressure)",,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,medical_history,Conditions,radio,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"htn,toolkit_content,high blood pressure,pdf",group31
have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__high_blood_pressure_also_called_hypertension_htn,"Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | High blood pressure, also called hypertension (HTN)",text,,,,,"[""""high_blood_pressure_also_called_hypertension_htn""""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"healthcare provider,health condition,hypertension,high blood pressure,htn",group31
hypertension,,,,,Hypertension,,"1, Yes | 0, No",,,,,,,form_1,Medical History,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,hypertension,group31
cc_cvd_2,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey,,,,Cardiovascular disease (CVD or heart disease),,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,medical_history,Conditions,radio,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"jhu community survey,toolkit_content,cvd,pdf,heart disease,cardiovascular disease",group32
30103-conditionsrisks-5,Following underlying conditions or risk factors selected;Cardiovascular disease,categorical,,,Do you have any of the following underlying conditions or risk factors? Cardiovascular disease,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,Medical History,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"disease,risk factor,condition,cardiovascular disease",group32
cardiovascular_disease,,,,,Cardiovascular disease,,"1, Yes | 0, No",,,,,,,form_1,Medical History,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,cardiovascular disease,group32
pregnant,Pregnancy status of participant,categorical,,,,,Yes; No; Recode_NA,,,,,,,,,,,,,,,,,,,NIH_CD_DD_origcopy.csv,RADx-DHT,"participant,pregnancy status",group33
pregnancy_status,,,,,Pregnancy status,,"1, Currently pregnant | 0, Not pregnant",,,,,,,form_1,Medical History,radio,,,,[sex] = '2',,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,pregnancy status,group33
30106-currently_pregnant,Pregnancy Status,categorical,,,Are you currently pregnant?,true,"1, Yes; 2, No; 3, I don't know; 999, Prefer not to answer",,,,,,Medical History,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,pregnancy status,group33
pregnant,Pregnancy status of participant,categorical,,,"""Are you currently pregnant?""",,Yes; No; Recode_NA,,,,,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"participant,pregnancy status",group33
drinks_alcohol,,integer,Monthly COVID-19 Citizen Science Survey,4,"IN THE PAST WEEK: How many drinks of alcohol (one drink = one standard glass of wine, can of beer, or shot of hard liquor) did you consume?",true,|drinks,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Monthly COVID-19 Citizen Science Survey.csv,RADx-DHT,"beer,wine,drink,alcohol,hard liquor",group34
30107-alcohol_consume,Alcohol Use,categorical,,,Do you drink alcohol?,true,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Medical History,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"alcohol,alcohol use",group34
alc,Alcohol use,radio,,,How often do you have a drink containing alcohol? ,,"1, Never | 2, Monthly or less 2-4 times a month | 3, 2-3 times a week | 4, 4 or more times a week",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"alcohol,alcohol use,drink",group34
alcohol_use,,,,,Alcohol Use,,"1, Yes | 0, No",,,,,,,form_1,Medical History,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,alcohol use,group34
alcohol_daysperweek,|https://www.drugabuse.gov/sites/default/files/audit.pdf| Alcohol Use Disorders Identification Test (AUDIT) |,,,,How often do you have a drink containing alcohol?,,"0, Never|1, Monthly or less|2, 2-4 times a month|3, 2-3 times a week|4, 4 or more times a week|5, Don't know or refuse to answer",,,,,,,alcohol_and_tobacco,Alcohol and Tobacco/Nicotine Use,radio,,,,[lifetime_use_alcohol] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"alcohol use disorder identification test,drink,alcohol,site,audit,default",group34
etoh_mar_10th,,integer,Spice Survey,26,"How many drinks of alcohol did you consume yesterday (one drink is a standard glass of wine, a 12 oz beer, or a shot of hard liquor)?",true,|drinks,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Spice Survey.csv,RADx-DHT,"oz beer,wine,drink,alcohol,hard liquor",group34
cross_alcohol,,,,,"Had an alcoholic beverage (beer, wine, liquor, etc.)? /(11-17) Had an alcoholic beverage (beer, wine, liquor, etc.)?",,"1, Yes | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"In the past TWO (2) WEEKS, has your child ... (11-17) In the past TWO (2) WEEKS, have you...",radio,,,,,,cross_cut_exposure,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"liquor,wine,beer,alcoholic beverage",group34
lifetime_use_alcohol,"PX030101|https://www.phenxtoolkit.org/protocols/view/30101||Modified element name to lifetime_use_alcohol, added 99, Prefer not to answer",,,,"In your entire life, have you had at least 1 drink of any kind of alcohol, not counting small tastes or sips?",,"1, Yes |0, No | 99, Prefer not to answer",,,,,,,alcohol_and_tobacco,Alcohol and Tobacco/Nicotine Use,radio,,,,,RV,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"protocol,drink,small taste,alcohol,sip,element,entire life",group34
alcohol_drinksperday,|https://www.drugabuse.gov/sites/default/files/audit.pdf| Alcohol Use Disorders Identification Test (AUDIT) |,,,,How many drinks containing alcohol do you have on a typical day when you are drinking?,,"0, 1 or 2|1,3 or 4|2,5 or 6|3,7, 8 or 9|4,10 or more|5,Prefer not to answer",,,,,,,tier2_alcohol_and_tobacco,Prescription Medication 15,radio,,,,[lifetime_use_alcohol] = 1,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"alcohol use disorder identification test,drink,alcohol,site,audit,typical day,default",group34
how_often_do_you_have_a_drink_containing_alcohol,How often do you have a drink containing alcohol?,text,,,,,"[""never"",""monthly_or_less_than_2_to_4_times_a_month"",""2_to_3_times_a_week"",""4_or_more_times_a_week""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"alcohol,drink",group34
hi_coverage_type,Adapted for CEAL Program from DMACS COVID 19 Survey. https://detroitsurvey.umich.edu/COVID 19-survey-and-resources/.  Further simplified.,,,,What is the primary kind of health insurance or health care plan that you have now?,,"0, I do NOT have health insurance| 1, Private (purchased directly or through Employment)| 2, Public (Medicare, Medicaid, Tricare) | 98, Don't know | 99, Prefer not to answer",,,,,,,housing_employment_and_insurance,Employment,radio,"Exclude plans that pay for only one type of 
Service (such as, nursing home care, accidents, 
family planning, or dental care) and plans that 
only provide extra cash when hospitalized.
",,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"health care plan,dmacs covid,ceal program,primary kind,health insurance,survey",group35
type_health_insurance__not_sure,,string,,,Which of the following types of health insurance do you currently have?,,"[nan, 'I dont know Im not sure']",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT,"health insurance,type",group35
type_health_insurance__va,,string,,,Which of the following types of health insurance do you currently have?,,"[nan, 'Veterans Affairs VA']",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT,"health insurance,type",group35
