Digest (variable_name|source_file|source_directory),variable_name,description,datatype,survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories,related_group
82259de914873c97f4adbfaa1280671c0621f37d2cc674321e185f56ae8fe573a7f9b3691132d0abe35ed376bb4a589c9dbef488f8f378235cdbe645afaa3938,num_no_target_control,Number of no-template controls (NTC) per instrument run,category,,,,required,,,,,[none],,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"number,ntc,template control,instrument run",group9
94df96113672b3c3f3f48198cea9e4feebd38e96290350727c234f60e235579432d79123c20478e01d833fab9546b24af6e0825ef0943c79982bf017ec5f83aa,30082-race-999,Race selected; Prefer not to answer,categorical,,,What is your race? Prefer not to answer,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,Race,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,race,group10
530881f5cc95bacf31cd10bbb834e4e6b442ad716742d9aa2b9dd371bad4c9c5afdeb887a1b3654105482540b082ae3e14711b30d791bcdf210ea314e5d55552,30082-race-3,Race selected; Asian,categorical,,,What is your race? Asian,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,Race,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,race,group10
d71a3affcedecf68f16b069c1520507c28fc40b3b0ec06df043050dd3831402b119288e697e0b2e847b94c8d20672d358b9b776780c65375fc1815ecd70623fc,30082-race-6,Race selected; Other,categorical,,,What is your race? Other,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,Race,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,race,group10
421b2e0e8be307573a49a714a06624fbb798488a9ed29c34a89519a7cb7a9bd5a17b6ee070324e11f91640095eaf62bedb20bab01995d66d67fc80cb99b80686,race,Race of participant,categorical,,," ""What is your race?""",,"American Indian or Alaska Native; Asian; Black or African American; Native Hawaiian or Other Pacific Islander; White; Two or more races; Other; Prefer not to answer; NA;
Recode_NA",,,,,,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"race,participant",group10
8e2ed8ae5d5efb608f33ab9c6d2e0991aff7e6338cf6d6ecae4f1ffaf33bfc7a257cd1c8174801e960998252db912a7d7e2d6f1211ab3151e475ff311eef75c4,ethnicity_sincecovid,,,,,"(13+) Since the start of the pandemic (since March 2020), have you felt that you were treated badly or unfairly because of your race or ethnicity?",,"1, Less | 2, Same amount | 3, More | 97, Not applicable (N/A)| 99, Prefer not to answer",,,,,,,tier2_ped,Did the patient receive the following for treatment of COVID in the hospital?,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"march,race,ethnicity,start",group10
9c9814143e4241f7284ee4a897949c4895840cccc22df7173ad0b949872a00bf61e3ce1b206a36332e4e2756538986f6305654673251396a38f0943341b2b8ca,race,,,,,What is your race? Mark one or more boxes.,,"1, American Indian or Alaska Native | 2, Asian | 3, Black or African American | 4, Native Hawaiian or Other Pacific Islander | 5, White | 6, Some other race",,,,,,,form_1,Race,checkbox,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"race,mark,box",group10
cf45b77a29aaf1e3ca935e413c9a09b70276b6a6c795ab91d3b07f5f84c25601d43888a535ab3f2f35e303a4a925619de110697ca967113fc168f53b3cebc50b,30082-race-2,Race selected; Black or African American,categorical,,,What is your race? Black or African American,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,Race,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,race,group10
5669d0fe3536ad0c65843a1d0015a4da049ee9ac4bd76ee6f0c4063bc5f7453544e99426a78df0b162ebdb3a88611607523dd3f57b4e8204d56d931546e4f911,30082-race-998,Race selected; None of the above,categorical,,,What is your race? None of the above,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,Race,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,",race",group10
b7cd8a98a723b5571301f128fefbeb9f2fcf73d5f781f2671b4df4a2b8c68d4b2d9909293b31c9a9b039af61d02808f896121abaf82b71db6a769053c7b3bfd7,30082-race-1,Race selected; White,categorical,,,What is your race? White,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,Race,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,race,group10
9b9aa75eac46f25c52e782cca0aedc71548447c828a70383f3ee0c4b65befa56e3f52c7ccf44ce74ff5c3822181cbd5de42310e6fb65281f92c66549f782429a,worried_health,,select one,Baseline Survey,7,How worried are you that the health of you or your loved ones will be affected by the novel coronavirus (the virus causing COVID-19)?,TRUE,Extremely worried;Very worried;Somewhat worried;A little worried;Not worried at all,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,"health,virus,novel coronavirus,",group11
7528471a251b45df5337cc766426a91d3aafdc521ce8319bc503cf6e1058b77da7aee8ff3f1113255d8d7c78edc34ab16ffa4f43fceff2dd2a1069498daff784,quarantine_maintain_job,,,,,"If you would be exposed to someone with COVID-19, would you be able to quarantine without losing your job?",,"1, Yes | 2, No | 98, Don't know | 99, Prefer not to answer",,,,,,,testing,Reasons for Getting/Not Getting a COVID 19 Vaccine,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,",job",group11
990a579fbb4b768633991d973a08f1c1e58d9951dbf7c91aa506190f7ca4638a7af332d7aa2f533ca4d09ba474960af77ce7afd49b6604c26393091424a1219d,isolate,,select one,Weekly COVID-19 Citizen Science Survey,10,Were you told to isolate yourself for a certain amount of time so you wouldn’t infect anyone else?,TRUE,Yes;No;I don't know,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,",certain,time",group11
649e13be623c4d423dc9042e2385bbca4a388f054b27eae343e9c3bacccc33891aecf69a62581e9aa1ed4c49a9861dd434f4c526103fafcb486d4f354373f5bb,during_worriedothers,,,,,How worried have others around you been about coronavirus (COVID-19)?,,"1, Not at all | 2, Slightly | 3, Moderately | 4, Very | 5, Extremely | 99, Prefer not to answer",,,,,,,tier2_ped,(9+) During the COVID-19 pandemic (since March 2020),radio,,,,,,,during_worry,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,",coronavirus",group11
2e67be68b1ba4fe3be20d91acdd66649af38d1b1a1de855c45f3e03a036d61af28fa85e3ce33e8dfc16d64644a2de017465d7666568a784f3e4b304b7f5c15ce,pastweek_worriedothers,,,,,How worried have others around you been about coronavirus (COVID-19)?,,"1, Not at all | 2, Slightly | 3, Moderately | 4, Very | 5, Extremely | 99, Prefer not to answer",,,,,,,tier2_ped,In the past week:,radio,,,,,,,pastweek_worry,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,",coronavirus",group11
f169445d58c80aa007e15fdd360f8b121e93bff9f10387966ee861ef806e98d949519989eaefecb6e96fa33083bd12998d18c2f9d5cc66a0b8486cdc43c560eb,hum_frac_target_mic,,,,,Name of microbial target used to estimate human fecal content,,pepper mild mottle virus | crassphage | hf183,,,,,,,,SARSCoV2 Quantification Method,category,"definitions of choices, e.g., crassphage, hf183?",,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,",microbial target,human fecal content",group12
9c9aa896588d7be7bab7b0ebaaaf839a09de7c6a82a960b07fe5c8e074c954c8c722c20b0ffde3e11e7ce188a7c45270b7b7a305b5122eceb1bbdf8c11c29e99,other_norm_name,,,,,Name of a target or compound not specified in 'hum_frac_target_mic' or 'hum_frac_target_chem' used to estimate human fecal content,,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"human fecal content,hum_frac_target_mic,hum_frac_target_chem,compound,target",group12
969dce11d82b7877c81b127dbf3cf40dbbef3a3742c701e7a06bf4f2f8c83de6762434ff6b30c9d006af5428aa2bd5405ab39b8c42610f94d5c913e54e22a2f6,other_norm_name,Name of a target or compound not specified in 'hum_frac_target_mic' or 'hum_frac_target_chem' used to estimate human fecal content,category,,,,not required,,,,,[none],,,,,,,,,,,,,,,"If 'other_norm_conc' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"human fecal content,hum_frac_target_mic,hum_frac_target_chem,compound,target",group12
f5e6dfc48a0b91d7fe41057672569a6ca7d307fa89a01ca84dca01fd5334a7adc32bbbcdb20072cb89e6d94c264e65a9d0c2ba9f16c7397267d591c7cd991d5c,hum_frac_target_mic,Name of microbial target used to estimate human fecal content,category,,,,not required,,,,,[none],,,,,,,,,,,,,,,"If 'hum_frac_mic_conc' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,",microbial target,human fecal content",group12
c4e480bd9b7dbcc928d8a88c6255b622824d5a8dc5c738a499fd8060de15cbf6c962164bbd8fa9a878e20be885dd52aadee718d2bd0b2cda61ffeea1de244e10,hum_frac_target_chem,,,,,Name of chemical compound used to estimate human fecal content,,caffeine | creatinine | sucralose | ibuprofen,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,",chemical compound,human fecal content",group12
c9edfa67d978b898d88a320d27062bbe068eb243c0c5ec8280a077b6130a6b1ba5f5830465518800396737f20e368e4fa665506ef30e5a5a96c6af5a7527c9a3,hum_frac_target_chem,Name of chemical compound used to estimate human fecal content,category,,,,not required,,,,,[none],,,,,,,,,,,,,,,"If 'hum_frac_chem_conc' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,",chemical compound,human fecal content",group12
117c31e7c0dea66934ac5761625b7b0747b100c62d2906acef7d5f18be97d6f17a5cf8f9bcf947288e04be6a223e687d54545fbc335309ce995598773352d98b,rec_eff_spike_matrix,Matrix into which the recovery efficiency control target is spiked,category,,,,required,,,,,[none],,,,,,,,,,,,,,,"If 'rec_eff_target_name' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"recovery efficiency control target,matrix",group13
0c6dd5dec4d92eeb9f7a6c72bd89e6964e81b201a4be52cdf9cf31d7f0e3a846993d66dec8568d3731bc687f2921afc18b0c37e246193e8e8ec689d820585ad2,rec_eff_target_name,,,,,Name of the recovery efficiency control target that is spiked in,,bcov vaccine | brsv vaccine | murine coronavirus | oc43 | phi6 | puro | ms2 coliphage | hep g armored rna,,,,,,,,Processing Method,category,"If 'rec_eff_percent' is equal to a value other than ""-1"", then this must have a non-empty value",,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,",recovery efficiency control target",group13
9e03bd26ff3c98383eaff83fe16cd61434d78694fcabc825d47a3c5e234d12034905a061a762f0b28e4162a50b09c27bc67e173e625ec62cbf6cbc8319cb6f40,rec_eff_target_name,Name of the recovery efficiency control target that is spiked in,category,,,,required,,,,,[none],,,,,,,,,,,,,,,"If 'rec_eff_percent' is equal to a value other than ""-1"", then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,",recovery efficiency control target",group13
c3ca4b85e72af91f36861869a2055b49f4d856ed83f6e07b774d059c515529bd057a388fafbfd2a788e0f32b440a1c15986a9dda4f2adc9b5ed562c5f581463b,rec_eff_spike_matrix,,,,,Matrix into which the recovery efficiency control target is spiked,,raw sample | raw sample post pasteurization | clarified sample | sample concentrate | lysis buffer,,,,,,,,Processing Method,category,"If 'rec_eff_target_name' has a non-empty value, then this must have a non-empty value",,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"recovery efficiency control target,matrix",group13
255e77e6380957f21d1b20f541f53bdcfc4a77cf0b940f26972e083afdd8c3bd8c526639c5397aa0cc0f3fd5e8def549e3e9a3cc5a7aab90dc7dd06042d5b1dd,30085-ethnicity,Ethnicity,categorical,,,What is your ethnicity?,TRUE,"1, Hispanic or Latino; 2, Non-Hispanic or Latino; 3, Unknown; 999, Prefer not to answer",,,,,,Ethnicity,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,ethnicity,group14
fdba5a7a6524bd87f87c369a0c35595297377c124daf09a7a6210859448a7ffe97b2e5b95313acd3998859b31d836f659fb994710b4a5d851a5521a893fbe5f2,discrimination_ethnicity,,,,,"(13+) During your life, how often have you felt that you were treated badly or unfairly because of your race or ethnicity?",,"1, Never | 2, Rarely | 3, Sometimes | 4, Most of the time | 5, Always| 99, Prefer not to answer",,,,,,,tier2_ped,Did the patient receive the following for treatment of COVID in the hospital?,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"race,ethnicity,life",group14
1790d68ce078396356dfec9d3b1d37d789e4c66bf880c43ff0e11f6483b5529586f7a3cf9f963db3e6818ec3ec63437141935e18b4da66ed0b6c98e187a8f8e3,30086-gender-2,Gender identity selected; Woman,categorical,,,What terms best express how you describe your gender identity? Woman,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"gender identity,term,woman",group15
5d139d52356c154d70b7bc7131523d96aa2d3fae8843d76d55d35eb0c45cec6acf740d62472a32298148e2a166c5e63c8fa21c5af51709f6b6e02d2a942c6946,30086-gender-3,Gender identity selected; Non-Binary,categorical,,,What terms best express how you describe your gender identity? Non-Binary,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"gender identity,term",group15
5debdc824346742168656658fbfd8f184b263cfdad981fda7c20f75e70a534d9874579f2b2399ba13c0bb26a09a510cdf0e3a48202dcc5b75c69a8e2ffdfd39c,gender_identity,,string,Demographics Survey,5,What gender identity do you identify with? (Optional),FALSE,String,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Demographics Survey.csv,RADx-DHT,"gender identity,optional",group15
9255eb91d7d6931f7b7539310f6fa05c787b5387e0579cdb40676f97c1f65d4a9b572da64a574ecaad67c1dde277c7a42ad1a51981bff03bf53a6941eb976509,32726-gender_more-4,Closer description of gender identity selected; Genderfluid,categorical,,,Are any of these a closer description to your gender identity? Genderfluid,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"gender identity,close description",group15
732e72ddf193be2f891ae075975cbaa1cf5f3f8230132678e8a45e85b9cfe8063263a343ba6883b85b87f190f0f48b1bd8e0265ed3573a794699821f30347d0f,32726-gender_more-7,Closer description of gender identity selected; Questioning or unsure of your gender identity,categorical,,,Are any of these a closer description to your gender identity? Questioning or unsure of your gender identity,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"gender identity,unsure,close description,question",group15
f8b970d6840326cd71932860a1b267403396c3e23af763850490bab5d19f9315d5406019e9bb2c50afb53717e11c7e81610a25194f290996aa9305ce36dc5825,30086-gender-5,Gender identity selected; Transgender,categorical,,,What terms best express how you describe your gender identity? Transgender,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"gender identity,transgender,term",group15
60fdef0155b622cadf4dfb0bcb1949d76839ccd584a38f614b9a35bcda0f0db3becac127893675721ab7a7ea2db5169b52d7890d033cbad0bbbd08f4df219203,gender_identity_term,"PX011801 @NONEOFTHEABOVE='96,99' | Modified based on RADx-UP project feedback to conform to MTPC",,,,What terms best express how you describe your gender identity?,,"1, Woman | 0, Man | 2, Non-binary | 3,  Transgender man/Female-to-male (FTM) | 4, Transgender woman/Male-to-female (MTF) | 5, Gender non-binary/Genderqueer/Gender nonconforming | 6, Agender | 7, Bigender | 96, None of these describe me | 99, Prefer not to answer",,,,,,,sociodemographics,Demographics,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"mtpc,radx,project feedback,gender identity,term",group15
cfe422408f47fe89eb666591f098d433ecb4a681f93253f60c9af41ed42ac0712e9add9d7a396ee3921363d4d93c94de20ff73f9bd305cb2510bb941caeaf3c7,32726-gender_more-3,Closer description of gender identity selected; Genderqueer,categorical,,,Are any of these a closer description to your gender identity? Genderqueer,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"genderqueer,gender identity,close description",group15
e40ef1fb2fc8bc4571956dfe19450f5d4dc2c652df085d19e63ea43e64e90b8f5173ad6da86df4c53426cc3b468968cc7c90772d11aa7f1c8280eb31e027c35b,32726-gender_more-1,Closer description of gender identity selected; Trans man/Transgender Man/FTM,categorical,,,Are any of these a closer description to your gender identity? Trans man/Transgender Man/FTM,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"ftm,trans man,transgend man,gender identity,close description",group15
0d13bbde15f6e617621de326e2d20a4b33b545209bcb2a9b9b46d28e93bbd09426d19c946aaa8aaf6bf989424c7169039993a00aa58600eafcd59d45a8e6e75b,30086-gender-1,Gender identity selected; Man,categorical,,,What terms best express how you describe your gender identity? Man,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"gender identity,term",group15
37c6e9ae98ceefdec42588a222526f5569b0be8fccc73dfa1b5c0000621ab3b82505540eab6a757b6920ef73cb4d120cfaf52d89849612aadc0a65432128e3e0,30086-gender-999,Gender identity selected; Prefer not to answer,categorical,,,What terms best express how you describe your gender identity? Prefer not to answer,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"gender identity,term",group15
864082c7cecf461ab4cf959fc67f5de13f5055734fe87a3aec2c63a91cdd48388f20390e3fdb86532bea1eb0a0d5e2564241499e40190bdc542c6fc9d1ef9f99,32726-gender_more-999,Closer description of gender identity selected; Prefer not to answer,categorical,,,Are any of these a closer description to your gender identity? Prefer not to answer,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"gender identity,close description",group15
a6eb96c69c5cdfabe6e1abba224f24171c727b37b9aafc09a740792391dd2cdb7f834836c0380aad5d33d5c79f68ff69e47d8648123e2aadb44e73b3eecd10c8,30090-birthsex,Sex at Birth,categorical,,,What was your biological sex assigned at birth?,TRUE,"1, Female; 2, Male; 7, Other; 999, Prefer not to answer",,,,,,Sex,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"biological sex,birth,sex",group16
01904a80d34a71c7d29480f31b74ed02fe67e9d713e521654e15acb20aef7ec7506e8afa307b94dcbefb3f6c60457640563e40092a5516a8ee3345d25ed6ec10,gender,Gender of participant,categorical,,,"""What is your biological sex""",,Male; Female; Intersex; None; Recode_NA,,,,,,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"gender,participant,biological sex",group16
8c0a3a4b034a3e121c74ed0fc23a49a467cd4e9e9f8716fa461015de7f19f7f6af75e052d7bf5d107b2c3c29f5fb40f5461f26370a90c0c995e853167f96a990,what_is_your_biological_sex_assigned_at_birth_for_example_on_your_birth_certificate,"What is your biological sex assigned at birth (for example, on your birth certificate)?",text,,,,,"[""female"",""intersex"",""male"",""i_prefer_not_to_answer"",""none_of_these_describe_me""]",,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"biological sex,birth,example,birth certificate",group16
ead4a80d91afe631f5314eff954d8f24fcd0f764a73251811885910c86a995e65c09039dc697a7628291b69f936f07eb8f42039901e9b2991f0f3872ba52283c,bio_sex_birth_2,PX011601 |https://www.phenxtoolkit.org/protocols/view/11601 | HHS/CDC COVID Lab Reporting Specifications | Removed 'Biological' term,,,,What was your sex assigned at birth on your birth certificate?,,"1, Female | 0, Male | 3, Intersex| 96, None of these describe me | 99, Prefer not to answer",,,,,,,sociodemographics,Demographics,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"protocol,sex,birth,birth certificate,cdc covid lab,term",group16
bf20876de55bffb61151f393604c366a715994815a92c8de50603588527855c15804d2fa6f6b530c6dbea60433ce7ed2033b5ec9c22ebf88d00df0b03a186fb5,sex,,,,,What is your biological sex assigned at birth?,,"1, Male | 2, Female | 3, Intersex | 4, None of these describe me",,,,,,,form_1,Sex,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"biological sex,birth",group16
2472f90ee74dc9be6cb8bbaaa95795710b996c866b5bdd9bb3bb2c76edb4faf3c3d36556dcda1221a402749fddeae023fe05d258441a3b22401179f22bff896d,sex,,select one,Demographics Survey,5,What sex were you assigned at birth?,TRUE,Male;Female;Prefer not to disclose,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Demographics Survey.csv,RADx-DHT,"birth,sex",group16
342be7d07bccaecf9dae82a7f5fba209d8bad8cc0aaa7d1cd59ef16a524307ca0fa30fcddfd50496a43ffe5937849d43d0b119ea62fdf0ccf7572a7fc7073e69,are_you_18_years_of_age_or_older,Are you 18 years of age or older?,text,,,,,"[""yes"",""no""]",,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"year,age",group17
ce36f26df9b74ffe9b34f110509b8cf79fd920909bf5b3803cc73f58bb64eea799641d318b8209e1df052e09cc9ad85d698c2da81206d0b431d64d5f2a4407f3,age,,,,,What is your age?,,,,,,,,,form_1,Age,text,"Age in years. For babies less than 1 year old, write 0 as the age",integer,0,120,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,age,group17
c127177fb9c3a423710946f93c2ac8b56629c1e09feb9a6c7f16884deb8e0cdbe272f44391a35e560b7e1974a704ba3445541fe771587381845e5621d5b9bcae,age,Age of participant,categorical,,,"""Enter your age below""",,20-29; 30-39; 40-49; 50-59; 60-79,,,,years,,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"participant,age",group17
f888d1c06cccdab347ef6ae684e8bbd5546ba98a431e8d1812552471df6b56595698f1ee8ce6306c936b7cb07325b21f31fc36f3331870cd151635a4d9b02a94,30429-dob_age_deid,Age of participant,integer,,,What is your date of birth?,TRUE,Age in years; de-identification per RADx guideline,,,,years,,Age,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"participant,date,birth,age",group17
58cdaa29b0cb3ccaaa4791bb0647e8125ec290d474650efc8b5863a271765faad61481fa01a9b23ef756e673d80febe9db169ac3f7292425779f587012e8e928,gest_age_birth,,,,,"If <2 years of age, what was the participant's gestational age at birth (in weeks)?",,,,,,,,,tier2_ped,"Below is a list of comments made by people after stressful life events. Please tick each item showing how frequently these comments were true for you during the past seven days. If they did not occur during that time, please tick the 'not at all' box. ",text,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"year,gestational age,birth,week,age",group17
23d2899d38165c5e8c12d46c97d12620f13ccef5b0289ddc927b2146f5a0ddf003e5f5fb653afbed7fe459da5ddcb43c5a66a8ea39d4b4d51f71963bc124a98f,what_is_the_highest_grade_or_level_of_school_that_you_have_completed_or_the_highest_degree_you_have_received,What is the highest grade or level of school that you have completed or the highest degree you have received?,text,,,,,"[""some_elementary_and_or_middle_school_grades_1_8"",""trade_technical_vocational_training"",""high_school_degree_or_equivalent_for_example_ged"",""never_attended_or_attended_kindergarten_only"",""associate_s_degree_for_example_aa_as"",""bachelor_s_degree_for_example_ba_bs"",""professional_degree_for_example_md_dds_dvm"",""i_prefer_not_to_answer"",""some_high_school_no_diploma_or_ged"",""some_college_no_degree"",""master_s_degree_for_example_ma_ms_med"",""doctorate_for_example_phd_edd""]",,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"school,high grade,level,high degree",group18
fc6304c6f74e099d18f96db1261ac6cfd4dcf23752f94ac593c04ea379f8a458a06032d608a9bac84afbb8cbb9fd41109e9fdaba1ec4cf851f88a651d2953050,grades_thisyear,,,,,"During the current school year, how would you describe [you/your child's] grades in school?",,"1, Below Average (D's or F's) | 2, Average (C's) | 3, Good (B's) | 4, Very Good (A's and B's) | 5, Excellent (A's) | 6, My child was not graded | 7, Refused | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,Academic Satisfaction,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"current school year,school,child,grade",group18
37f0eefc53d47f25e7b6b77f01a8988e444d182f6f039c8233346058390de3952b6c142d25de97935a90d30da0bcb96b9b2a746f119c0cb32e0a96bc013d25a1,smoke_years,,,,,How many years have you smoked?,,,,,,,,,tier2_alcohol_and_tobacco,Prescription Medication 15,text,,number,0.1,100,[smoker_cur_stat] ='4' or  [smoker_cur_stat] ='3',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,year,group18
