variable_name,description,datatype,Digest (variable_name|source_file|source_directory),survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,Concept,Comment,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories,related_group,matches
weight,,integer,ff7c9ac371751bafc43b70dc88a25fa048ef255f11adb58aa93bb9380ee127b5254bde1c4eb396e2eaf49e1a330f43831e9abae7fc1b9fe35e80367a0c162959,Largest Gathering and Height/Weight,0,What is your weight in pounds?,true,|pounds,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Largest Gathering and Height Weight.csv,RADx-DHT,"pound,weight",group18,"3db7d2,0.76;a7a301,0.76;94338a,0.76"
weight_lbs,,,5c35227c80b839ed37a016bb3ed5c74a44b0b1ae3d509c2791af432efa4a34346b74b83ccc65e0077a4a8c988e08158b7bfce0766d6c00d8bcc10db3e73db7d2,,,What is your weight?,,,,,,,,,,Health Status,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,weight,group18,"9f0cfd,0.76;f847c7,0.76;162959,0.76;c4ec36,0.85"
dht_weight_category,,,6594da2ee00b6b903c433fe6f6513b79ac70f3c07755cbecc6e1ca04e20f5bcf01a6485a6aa5320ee0a2348b1f4a517d4b2a8459e49bb811c7f6cb11fcc4ec36,,,Approximately what is your weight?,,"""1, 100-150; 2, 151-200; 3, over 200 """,,,,,,,,Health Status Categorical,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,weight,group18,"3db7d2,0.85;a7a301,0.85;94338a,0.85"
weight_lbs,,,101e7f80a650b41db79520250656e92996273b8a5a154b253722e52b6fa304c4ebcea6579fe047905f9ca0579f98620338c2baf03b37ba7931a31d231fa7a301,,,What is your weight?,,,,,,,,,form_1,,,Health status,text,Weight in pounds,number,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,weight,group18,"9f0cfd,0.76;f847c7,0.76;162959,0.76;c4ec36,0.85"
weight_lbs,,,331edeee2e2430f1a2602fcaa8e04c07c58fefcdad836931d769d404fda37ee413a7dba3e50ba730af1476ed257030c60dbb4973619db69face27c7d9f94338a,,,What is your weight?,,,,,,pound,,,,,,Health Status,float,Weight in pounds,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,weight,group18,"9f0cfd,0.76;f847c7,0.76;162959,0.76;c4ec36,0.85"
cc_asthma,,,f4113d3704cebac304963b874f5d02071f7baeff85ff6c317e3e760aec28cc851bea09bb551aa8f6b662a4f965c8b21e71313e54a690bb79bd7032becbf699ac,,,Asthma,,"1, Yes | 0, No",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,asthma,group19,"d55c80,1.0;266a94,0.72;df0918,1.0;70b536,1.0;d3917f,0.72;c3f8e2,1.0"
asthma,,,a42f512cb55a3a1dd7d9be4593856006b2f8f0c74f040691e532df3a232518cce4b4bb25bdb3e1fcb67979dbc404cb200fc01a9b7200ea42bb3447bfcfd55c80,,,Asthma,,"1, Yes | 0, No",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,asthma,group19,"f699ac,1.0;266a94,0.72;04268d,1.0;d3917f,0.72;c3f8e2,1.0"
asthma,,,7e973102b546fa4e3a3a099e52f91f06d02e0a7ef6540aa487f7e240b5f6540d39686d4feab17e8577fc3367a61447d436827650405859799750048a2b266a94,,,"Asthma, to the point that you use inhalers daily or have been to the hospital for your asthma?",,"0,No|1,Yes|77,Dont Know|88,Refused/Na|99,Other",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RADx-TECH,"point,asthma,hospital,inhaler",group19,"f699ac,0.72;d55c80,0.72;df0918,0.72;70b536,0.72;04268d,0.72;d3917f,1.0;c3f8e2,0.72"
asthma,,,981a6415b2257c56a01e39929eb4deb2167616bfe8be2c9fcc395bf7717cf3e6c419db4b5b08b566e64265fd2f963b959429e809953deed22be1743308df0918,,,Asthma,,"1, Yes | 0, No",,,,,,,form_1,,,Medical History,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,asthma,group19,"f699ac,1.0;266a94,0.72;04268d,1.0;d3917f,0.72;c3f8e2,1.0"
asthma,,,2b11679b13c164c8b58da664e115d9adca9a534e663bb8e1b522d7cc94e4b303730b35644780e3ded4716097df95d3ad1f9eb6bc37cf359802543910e470b536,,,Asthma,,"1, Yes | 0, No",,,,,,,,,,Medical History,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,asthma,group19,"f699ac,1.0;266a94,0.72;04268d,1.0;d3917f,0.72;c3f8e2,1.0"
asthma,,,d51b4f69eff1a5148ba4914a56f91d69c127197b4abeb349bc8d66f871af4768c29ed2e3a69e0a4615858064b94eb5a6cff272b0bdc83921229438058f04268d,,,Asthma,,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,,,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,asthma,group19,"d55c80,1.0;266a94,0.72;df0918,1.0;70b536,1.0;d3917f,0.72;c3f8e2,1.0"
asthma,,select one,88e30463b6decc9bce0a8ba41f1a9e8dd40e68f1abe5ab6c03d78af470a151d56a9667eda75dfe80738dee95cd6bba42c4e7fc21f4c86ac7f6d4b982ccd3917f,Your Medical Conditions,4,"Asthma, to the point that you use inhalers daily or have been to the hospital for your asthma?",true,Yes;No;Don't know,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT,"point,asthma,hospital,inhaler",group19,"f699ac,0.72;d55c80,0.72;266a94,1.0;df0918,0.72;70b536,0.72;04268d,0.72"
dht_asthma,,,6aa0e886239387e19cce2326b7dc5b9a579e8e351db2b9f439c07cd5717a6b8c45eec9eb068dfde2b6f17ea0f6fa2f786b0a35e4eafc80f3eeaefedcf1c3f8e2,,,Asthma,,"0,No;1,Yes; 98, Don’t know;99, Prefer not to answer",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,asthma,group19,"f699ac,1.0;d55c80,1.0;266a94,0.72;df0918,1.0;70b536,1.0;04268d,1.0"
dht_sickle_cell_disease,,,0247ba39a9611aaf991c2132914c9334182079d21864ba9e88700d711f3e6d8febacf077968e72c6ee28ac47221422b5892f7cf52c7f837fffd606e7beada958,,,Sickle cell disease,,"0,No;1,Yes;98, Don’t know;99, Prefer not to answer",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,sickle cell disease,group20,"ad481a,1.0;8d00e6,1.0;829f3d,1.0;f4d00a,1.0"
sickle_cell,,,416900655940d8173c2ab00eef838f809368ad0058a437d37b1cc21f4f75075db06effd7f90a62053bde93e837542c918311e811aca356bdd880845105ad481a,,,Sickle cell disease,,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,,,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,sickle cell disease,group20,"ada958,1.0;8d00e6,1.0;829f3d,1.0;f4d00a,1.0"
sickle_cell_disease,,,f80c4a8da181b7124896a5dc3260bd2c89e035f51bab03729656dc6f6b1d5c010e1d7b136c290c5601faa41610e7ed6f8357cacc43dfda85e2921238748d00e6,,,Sickle cell disease,,"1, Yes | 0, No",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,sickle cell disease,group20,"ada958,1.0;ad481a,1.0"
sickle_cell_disease,,,fbcdd7d2ac87708ede1ca26a45e60125a33dea4dfad17bb289aeeb1949f1b9be7c90dce80683eb5f4e3347b64e673afeaf5c5de08b3747dc9ba3ca90a7829f3d,,,Sickle cell disease,,"1, Yes | 0, No",,,,,,,,,,Medical History,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,sickle cell disease,group20,"ada958,1.0;ad481a,1.0"
sickle_cell_disease,,,12d952df601e7e3ea29ef962a66ff913aba72c7c7c1e950a93bb4ca3a00bd64f3007e3585cdcc70434016f4fa36e9a374678ef9c6a799e2715ce9bca53f4d00a,,,Sickle cell disease,,"1, Yes | 0, No",,,,,,,form_1,,,Medical History,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,sickle cell disease,group20,"ada958,1.0;ad481a,1.0"
cancer,,,5ce631b4a9fdd5435006578e597e2ee5cafa32a7be9bef4cb9e7e896fa6e14c6a06c67acc5c008f15b60d0dce482465858885e29b5534429d7dc8bfacad4db79,,,Cancer,,"1, Yes | 0, No",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,cancer,group21,"27ac11,1.0;947b98,1.0"
dht_cancer,,,ee20a176b3492a1abc5db59aacb37177dda1ce37ecd24d356afb19286dec304917596753618cdb5eb196b23e869998225cf1764391258e7ba0a5f7fba627ac11,,,Cancer,,"0,No;1,Yes; 98, Don’t know;99, Prefer not to answer",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,cancer,group21,"d4db79,1.0;8da3fc,1.0;a5dc44,1.0;947b98,1.0"
cancer,,,5014c9a58777d4c952a9f3e13418b0efc635c05bfa40a84389e927833c0acbcf845525b89abc3d7710e0b339848c6c80184671a08d3ab81b6e105d7dd48da3fc,,,Cancer,,"1, Yes | 0, No",,,,,,,,,,Medical History,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,cancer,group21,"27ac11,1.0;947b98,1.0"
cancer,,,e9a3d80a2e82a9fb5064c4a3a929361ff1f614bf84924eb5dcae5f75db4375a1b1c1aa7f0d952f5d17157ca79bad4d47ab4d103842f2b8d895fa3ea869a5dc44,,,Cancer,,"1, Yes | 0, No",,,,,,,form_1,,,Medical History,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,cancer,group21,"27ac11,1.0;947b98,1.0"
cancer,,,710071c90f880777cc6a8c3ee9fb6e8f02c9b5415bac205ce0335eb42f3979d1e9c6f468e9dc5eeab8398c0513f04b6ba02df91056d5464b17461270d6947b98,,,Cancer,,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,,,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,cancer,group21,"d4db79,1.0;27ac11,1.0;8da3fc,1.0;a5dc44,1.0"
cancer,,,52ce072be7a93a034591292a0dd958c2fa7ef828e0812e387ff3369f3216e729c86754df4b57834f78c3611df03fcd2ed5307f43fa46f7ce8e39f37135bc4f07,,,Cancer (including leukemia or lymphoma) undergoing active treatment?,,"0,No|1,Yes|77,Dont Know|88,Refused/Na|99,Other",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RADx-TECH,"lymphoma,cancer,active treatment,leukemia",group22,"ceb918,1.0"
cancer,,select one,6264f0ddb787211e192a5d15e81651843540a63f7b5d6baa3fe2c286ac75aec5814d3e89586587d8a17c38054215022dcd07979252f5838f8cf03fe19aceb918,Your Medical Conditions,4,Cancer (including leukemia or lymphoma) undergoing active treatment?,true,Yes;No;Don't know,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT,"lymphoma,cancer,active treatment,leukemia",group22,"bc4f07,1.0"
vaping,,,710d257f15132a86f7df81ea93d8d99590693d162c6b5128f7d29b8b664a4423cf4241a097e6280b16a642a9bed030c3ed1116b41266a48409b85fdc38684b3f,,,Vaping Use,,"1, Yes | 0, No",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,vape use,group23,"1cc0e1,0.78"
dht_vaping,,,4b3eaf9b8e407684a090aba5c8c05f5cb1cedd515dbc52becdb0cb0e7e230befb940e19f513127ba64834a23219580dcd7d92ccdd87bac696a58dd0ca81cc0e1,,,Vaping use (Yes or No),,"0,No;1,Yes;98, Don’t know;99, Prefer not to answer",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,vape use,group23,"684b3f,0.78;549f01,0.78;43325e,0.78"
vaping,,,1d11efbc871fb83438bf5009217d9e790831e50964420871f9b96e413bfc2f2cd802ff656b788227bbf11e192fc565c169b3f9ae1ed42d64dbf6831754549f01,,,Vaping Use,,"1, Yes | 0, No",,,,,,,,,,Medical History,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,vape use,group23,"1cc0e1,0.78"
vaping,,,b0e4204b0e4dba13fab5544dcdae64207f3b4eba06092ff443783f57b226adf5a4a965fa77c21ea016f397c7c2fe8ab8e20d40228de46dd46e9cc873d543325e,,,Vaping Use,,"1, Yes | 0, No",,,,,,,form_1,,,Medical History,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,vape use,group23,"1cc0e1,0.78"
cc_diabetes,,,b00353cbc53ed59e3ddb4cc09a68a3e972f1219c518e5601484b44fc374d08622f5d46ea3158d8f62e1c22e79aa5a9e111ff8e2a9216da20dfc2549f8c3282e1,,,Diabetes,,"1, Yes | 0, No",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,diabete,group24,"123b3b,1.0;fdadf3,0.76;bd1ed9,1.0;5d8a99,1.0;1f5bc6,1.0;0b24c8,0.73"
diabetes,,,3c31ebe56782fcd3d4ef750fb058c569ee138298b55000e0a53bdc094e8b165c992c277f40ad0d7e3b9d0924afbf5828cdf2a0521ca0264f4c23549d6f123b3b,,,Diabetes,,"1, Yes | 0, No",,,,,,,form_1,,,Medical History,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,diabete,group24,"3282e1,1.0;fdadf3,0.76;bd1ed9,1.0;0b24c8,0.73"
dht_t2dm,,,c6238c7a8ec371eba58d939e9b3cdde0126c43c09f839f2f810cd3de0f66a4d279524e6549818983c6921c932879b5cab149fbad55fbc2dfb42a384729fdadf3,,,Type 2 Diabetes,,"0,No;1,Yes;98, Don’t know;99, Prefer not to answer",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,"type,diabete",group24,"3282e1,0.76;123b3b,0.76;5d8a99,0.76;1f5bc6,0.76"
dht_diabetes,,,00c06d46af728e87b7d498ab0bf0b6b1a4711aceaf006ae4ec97d45d370ab54b5f84933867803f1ab61f7f8cd967088f95a5f5c73b59aef986848be35bbd1ed9,,,Diabetes,,"0,No;1,Yes;98, Don’t know;99, Prefer not to answer",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,diabete,group24,"3282e1,1.0;123b3b,1.0;5d8a99,1.0;1f5bc6,1.0"
diabetes,,,a22f274c6ccacdfeaf43b58290986d92ce88a275943bc7504b2d1175d4738b7d8587a16728ae2e72ea89fe3804d298afeb26955d4dda4ef52f1305260a5d8a99,,,Diabetes,,"1, Yes | 0, No",,,,,,,,,,Medical History,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,diabete,group24,"3282e1,1.0;fdadf3,0.76;bd1ed9,1.0;0b24c8,0.73"
diabetes,,,ac1c79cdda7f1048d5d61011fb6b00dd5db58c3b4511a73ed2dfd175217e38908597b78df0259c88749e4418ff3e13d560609920c674bad750a7bfcc151f5bc6,,,Diabetes,,"1, Yes | 0, No",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,diabete,group24,"3282e1,1.0;fdadf3,0.76;bd1ed9,1.0;0b24c8,0.73"
dht_t1d,,,6271ceb909c41c60ca9bdab4d3b21317777daea252cf10805fd71704ee545fb1a519316c63790b89f529de68d633088f6b6ca29c75ae499c0e8dfc0ba80b24c8,,,Type 1 Diabetes,,"0,No;1,Yes;98, Don’t know;99, Prefer not to answer",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,"type,diabete",group24,"3282e1,0.73;123b3b,0.73;5d8a99,0.73;1f5bc6,0.73"
diabetes,,select one,907710f2357dbe3a8dd9042bcf4a3fa916f5d19782e8a4fd1d9a83fdd76a5bc6e6491b212fa2333a2343473813d48cac9579067bd8c229cbe499c7fd121d2462,Your Medical Conditions,4,Diabetes? Do not include pre-diabetes.,true,Yes;No;Don't know,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT,diabete,group25,"592211,1.0"
diabetes,,,b83322ed17f607a3c9256a0339328ca695368c9136a7943669510fe529216e7edd2bbba64996ae59e905952f6c4e1091259cea0c7332e3bc9eac717a24592211,,,Diabetes? Do not include pre-diabetes.,,"0,No|1,Yes|77,Dont Know|88,Refused/Na|99,Other",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RADx-TECH,diabete,group25,"1d2462,1.0"
chronic_kidney_disease,,,e6d28b5131a5233e7b8a703295687a3455346e6cce0066e9d266f082f6b4b1e6ca8f9429c67898956546941f68b3af54cb175cda47c0b00937b6597d69838217,,,Chronic kidney disease,,"1, Yes | 0, No",,,,,,,form_1,,,Medical History,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,chronic kidney disease,group26,"58822d,1.0;3d5a6b,0.94"
chronic_kidney_disease,,,18dce17042d096e8b9a201fec8ad801668f23130b78b15d542725d91885d7668baf92fa2946e1a6e9f4e91e5a414519d63870d93a5df42069030a20a2be38807,,,Chronic kidney disease,,"1, Yes | 0, No",,,,,,,,,,Medical History,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,chronic kidney disease,group26,"58822d,1.0;3d5a6b,0.94"
dht_chronic_kidney_disease,,,3102dbbb078e7abb287fc41875824cd2425bac48cf7f0c4a1bd7dab82ce17e99252fde7c175d327089545433b2a6ab4f4a8cf3d4d7f499c8816e2dd7bc58822d,,,Chronic kidney disease,,"0,No;1,Yes; 98, Don’t know;99, Prefer not to answer",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,chronic kidney disease,group26,"838217,1.0;e38807,1.0;f73094,1.0;3d5a6b,0.94"
chronic_kidney_disease,,,b53affe7e937b869d23543c3e01110cfc7903b803e786eaaeaf56e0ee88d9067373e4149dbbf513f4877d95397518004282082bcea9c286f63ace038f7f73094,,,Chronic kidney disease,,"1, Yes | 0, No",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,chronic kidney disease,group26,"58822d,1.0;3d5a6b,0.94"
cc_chronickd,,,b7d3508dd413246222e197c70652b622aa5266f7ed89240620ef304244cd5aabc26a3924972a82fec3e6e614c78c5ef9bc893161b6a261981b1b61eaf13d5a6b,,,Chronic kidney disease (CKD),,"1, Yes | 0, No",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,"ckd,chronic kidney disease",group26,"838217,0.94;e38807,0.94;58822d,0.94;f73094,0.94"
lung_dis,Do you currently have any of the following  conditions? - Chronic lung disease,radio,dd2781810fd920899be6ef964024e001410466321f24ffae72606f31897089ec8c8fcdcbcf6d1834697661c769400cb33f192b6ad87001496bcd4ea63fb20231,,,Chronic Lung Disease,,"1, Yes | 2, No",,,,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"condition,chronic lung disease",group27,"cb958b,0.78;4ed09b,0.78;ac8377,0.78"
chronic_lung_disease,,,dbc3baa6d5e027347e743fabc65f7362580bdd910aeff4c6f646bc289f053879598f4a9d11d94d10f868fa76aa6edb73600d32389b4fbc82a2b7f7cf11cb958b,,,Chronic lung disease,,"1, Yes | 0, No",,,,,,,form_1,,,Medical History,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,chronic lung disease,group27,"b20231,0.78;c9b7ba,1.0;7184b1,0.85"
chronic_lung_disease,,,ccef54d33f88530b0ff59b9f39372205edd11dbad68bf8b6d026f2f2892877c82c77f2d84ae126adb6810ae315f25d888fc6274ac6ad2d7f1055a538984ed09b,,,Chronic lung disease,,"1, Yes | 0, No",,,,,,,,,,Medical History,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,chronic lung disease,group27,"b20231,0.78;c9b7ba,1.0;7184b1,0.85"
dht_chronic_lung_disease,,,72011872c6070e19a6d8287960908d3a26c8d87c969684be80f24a59f2cffce44adc533beb03805018bf99f341ec860d48352879408bae672cec0461bbc9b7ba,,,Chronic lung disease,,"0,No;1,Yes; 98, Don’t know;99, Prefer not to answer",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,chronic lung disease,group27,"cb958b,1.0;4ed09b,1.0;ac8377,1.0;7184b1,0.85"
chronic_lung_disease,,,8381ccaa2cf597749bb0e98a99c09df1f41d9b9797f09d9b518a69dca2dac7db132323bdc293d66c80a571442a304da8591470db86fd1f06c1910e8cdbac8377,,,Chronic lung disease,,"1, Yes | 0, No",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,chronic lung disease,group27,"b20231,0.78;c9b7ba,1.0;7184b1,0.85"
cc_clung,,,d9cbf190b2b599200c7d5687e3cf619155b0af3b30b147963d1c73d72762306e1689bbdd9c3ee11a591d2627c260903912023c9241bb673eba2027675c7184b1,,,Other chronic lung disease,,"1, Yes | 0, No",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,chronic lung disease,group27,"cb958b,0.85;4ed09b,0.85;c9b7ba,0.85;ac8377,0.85"
hypertension,,,f38d97659883d3f07eae225b46314ce76aa0e8bf3930b84a10f19cb22b912f4f60123098db8aae3b4dbdb555913ecf1a57db62ddb07f8805459b4f864a9cd820,,,Hypertension,,"1, Yes | 0, No",,,,,,,form_1,,,Medical History,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,hypertension,group28,"e90561,0.81;1bf013,1.0;437b07,1.0"
hypertension,,,40ae3cdffc89706f4b238b1b9070db7c9051b9a18af996e7c71da8e97fe7c80b552406a5257b1ef9cdf17e767a3617cd3fe21b90c45327d0d2e37568cfa58c47,,,Hypertension,,"1, Yes | 0, No",,,,,,,,,,Medical History,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,hypertension,group28,"e90561,0.81;1bf013,1.0;437b07,1.0"
cc_hypertension,,,6c960a2ebb233df700d8e054c970c4619877cdf3c0b1a4f3fe12d75214f9687c1b364b7b6e63ec54ee4e0da0a80222ab777e37689ad55ffbf58a092efde90561,,,"Hypertension (HTN, high blood pressure)",,"1, Yes | 0, No",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,"high blood pressure,htn,hypertension",group28,"9cd820,0.81;a58c47,0.81;1e6116,0.81;1bf013,0.81"
hypertension,,,a1e1baa2808bdefbc7d2c83ae3635f264d594a561c39707c3bb48ea68ca8ec5eda889dcc4c20ebb990d3c4a594a523e6cc936bc27864f5e24cacc2b03b1e6116,,,Hypertension,,"1, Yes | 0, No",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,hypertension,group28,"e90561,0.81;1bf013,1.0;437b07,1.0"
dht_hypertension,,,9798f3231858b6457a057c924642852dd46175ed161cfd3d0d2d626f8470bb9132e6039e4b8dab2ed552c550a69e3040f059052416c60d8f9ef4b80b1a1bf013,,,Hypertension,,"0,No;1,Yes;98, Don’t know;99, Prefer not to answer",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,hypertension,group28,"9cd820,1.0;a58c47,1.0;e90561,0.81;1e6116,1.0;437b07,1.0"
hyperten,,,94c92870dff5d676efb70940aaed79023260d57be4ec085085607755a6e7ff559ec73c7059905b6e2de3d6417b58fe9953f565e5c610b4ee00d93f48f2437b07,,,Hypertension,,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,,,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,hypertension,group28,"9cd820,1.0;a58c47,1.0;1e6116,1.0;1bf013,1.0"
hbp,,select one,2338b8663584a9c9bbd8f5bf9e210ce297835ae373fb6ee31d2517fdfd552802e88eb383d56a0b39b9c36d45e8c66a8088ede47ab5487d6c13a9fac57bb2fde9,Your Medical Conditions,4,High blood pressure or hypertension (except that occurred during pregnancy and did not last after pregnancy)?,true,Yes;No;Don't know,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT,"pregnancy,hypertension,high blood pressure",group29,"7261fb,1.0"
hbp,,,63928ef40c8dd4d672bb2225c9c020567c61372e7b90b8d9aeacee2a06a615998d60cab2819a5bbabfea802b39281819ca42339fe6c61177ad8a4822077261fb,,,High blood pressure or hypertension (except that occurred during pregnancy and did not last after pregnancy)?,,"0,No|1,Yes|77,Dont Know|88,Refused/Na|99,Other",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RADx-TECH,"pregnancy,hypertension,high blood pressure",group29,"b2fde9,1.0"
cc_cvd,,,bfaea681adb051bdc443664a1a1bef40f44be1d5626fdaeb4ce4f0345241763e90fd2284d8472ca5c3fad06c9714ebf1bc54425bb8bc6e646383c4f6b750f64b,,,Cardiovascular disease (CVD or heart disease),,"1, Yes | 0, No",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,"cardiovascular disease,cvd,heart disease",group30,"93c7fa,0.79;8e6148,0.79;458128,0.79;7bf88c,0.79"
cardiovascular_disease,,,167a2e99672c3535419416570991b392e09c7509b27ec954804f1b8b48fb50080355d391b3bae564d4589cb2c4743dcd7440aa4079987e5689a513ae2593c7fa,,,Cardiovascular disease,,"1, Yes | 0, No",,,,,,,form_1,,,Medical History,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,cardiovascular disease,group30,"50f64b,0.79;7bf88c,1.0"
cardiovascular_disease,,,8b762b24210c5f8f207815eda2aca5f1606677816612cc567894ba33f5a912021c8aa6728acf7cca9cb78dfab2de6e807f350c6106cb1d43d4a83e638f8e6148,,,Cardiovascular disease,,"1, Yes | 0, No",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,cardiovascular disease,group30,"50f64b,0.79;7bf88c,1.0"
