Digest (variable_name|source_file|source_directory),variable_name,description,datatype,survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories,related_group
0c6dd5dec4d92eeb9f7a6c72bd89e6964e81b201a4be52cdf9cf31d7f0e3a846993d66dec8568d3731bc687f2921afc18b0c37e246193e8e8ec689d820585ad2,rec_eff_target_name,,,,,Name of the recovery efficiency control target that is spiked in,,bcov vaccine | brsv vaccine | murine coronavirus | oc43 | phi6 | puro | ms2 coliphage | hep g armored rna,,,,,,,,Processing Method,category,"If 'rec_eff_percent' is equal to a value other than ""-1"", then this must have a non-empty value",,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,",recovery efficiency control target",group13
f8b970d6840326cd71932860a1b267403396c3e23af763850490bab5d19f9315d5406019e9bb2c50afb53717e11c7e81610a25194f290996aa9305ce36dc5825,30086-gender-5,Gender identity selected; Transgender,categorical,,,What terms best express how you describe your gender identity? Transgender,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"gender identity,transgender,term",group14
37c6e9ae98ceefdec42588a222526f5569b0be8fccc73dfa1b5c0000621ab3b82505540eab6a757b6920ef73cb4d120cfaf52d89849612aadc0a65432128e3e0,30086-gender-999,Gender identity selected; Prefer not to answer,categorical,,,What terms best express how you describe your gender identity? Prefer not to answer,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"gender identity,term",group14
60fdef0155b622cadf4dfb0bcb1949d76839ccd584a38f614b9a35bcda0f0db3becac127893675721ab7a7ea2db5169b52d7890d033cbad0bbbd08f4df219203,gender_identity_term,"PX011801 @NONEOFTHEABOVE='96,99' | Modified based on RADx-UP project feedback to conform to MTPC",,,,What terms best express how you describe your gender identity?,,"1, Woman | 0, Man | 2, Non-binary | 3,  Transgender man/Female-to-male (FTM) | 4, Transgender woman/Male-to-female (MTF) | 5, Gender non-binary/Genderqueer/Gender nonconforming | 6, Agender | 7, Bigender | 96, None of these describe me | 99, Prefer not to answer",,,,,,,sociodemographics,Demographics,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"mtpc,radx,project feedback,gender identity,term",group14
0d13bbde15f6e617621de326e2d20a4b33b545209bcb2a9b9b46d28e93bbd09426d19c946aaa8aaf6bf989424c7169039993a00aa58600eafcd59d45a8e6e75b,30086-gender-1,Gender identity selected; Man,categorical,,,What terms best express how you describe your gender identity? Man,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"gender identity,term",group14
5d139d52356c154d70b7bc7131523d96aa2d3fae8843d76d55d35eb0c45cec6acf740d62472a32298148e2a166c5e63c8fa21c5af51709f6b6e02d2a942c6946,30086-gender-3,Gender identity selected; Non-Binary,categorical,,,What terms best express how you describe your gender identity? Non-Binary,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"gender identity,term",group14
1790d68ce078396356dfec9d3b1d37d789e4c66bf880c43ff0e11f6483b5529586f7a3cf9f963db3e6818ec3ec63437141935e18b4da66ed0b6c98e187a8f8e3,30086-gender-2,Gender identity selected; Woman,categorical,,,What terms best express how you describe your gender identity? Woman,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"gender identity,term,woman",group14
a6eb96c69c5cdfabe6e1abba224f24171c727b37b9aafc09a740792391dd2cdb7f834836c0380aad5d33d5c79f68ff69e47d8648123e2aadb44e73b3eecd10c8,30090-birthsex,Sex at Birth,categorical,,,What was your biological sex assigned at birth?,TRUE,"1, Female; 2, Male; 7, Other; 999, Prefer not to answer",,,,,,Sex,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"biological sex,birth,sex",group15
01904a80d34a71c7d29480f31b74ed02fe67e9d713e521654e15acb20aef7ec7506e8afa307b94dcbefb3f6c60457640563e40092a5516a8ee3345d25ed6ec10,gender,Gender of participant,categorical,,,"""What is your biological sex""",,Male; Female; Intersex; None; Recode_NA,,,,,,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"gender,participant,biological sex",group15
8c0a3a4b034a3e121c74ed0fc23a49a467cd4e9e9f8716fa461015de7f19f7f6af75e052d7bf5d107b2c3c29f5fb40f5461f26370a90c0c995e853167f96a990,what_is_your_biological_sex_assigned_at_birth_for_example_on_your_birth_certificate,"What is your biological sex assigned at birth (for example, on your birth certificate)?",text,,,,,"[""female"",""intersex"",""male"",""i_prefer_not_to_answer"",""none_of_these_describe_me""]",,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"biological sex,birth,example,birth certificate",group15
2472f90ee74dc9be6cb8bbaaa95795710b996c866b5bdd9bb3bb2c76edb4faf3c3d36556dcda1221a402749fddeae023fe05d258441a3b22401179f22bff896d,sex,,select one,Demographics Survey,5,What sex were you assigned at birth?,TRUE,Male;Female;Prefer not to disclose,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Demographics Survey.csv,RADx-DHT,"birth,sex",group15
ead4a80d91afe631f5314eff954d8f24fcd0f764a73251811885910c86a995e65c09039dc697a7628291b69f936f07eb8f42039901e9b2991f0f3872ba52283c,bio_sex_birth_2,PX011601 |https://www.phenxtoolkit.org/protocols/view/11601 | HHS/CDC COVID Lab Reporting Specifications | Removed 'Biological' term,,,,What was your sex assigned at birth on your birth certificate?,,"1, Female | 0, Male | 3, Intersex| 96, None of these describe me | 99, Prefer not to answer",,,,,,,sociodemographics,Demographics,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"protocol,sex,birth,birth certificate,cdc covid lab,term",group15
bf20876de55bffb61151f393604c366a715994815a92c8de50603588527855c15804d2fa6f6b530c6dbea60433ce7ed2033b5ec9c22ebf88d00df0b03a186fb5,sex,,,,,What is your biological sex assigned at birth?,,"1, Male | 2, Female | 3, Intersex | 4, None of these describe me",,,,,,,form_1,Sex,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"biological sex,birth",group15
cd646510a69dc80f1918c3150f2ce4c1e986b91f3847e17f35a28b00006b869e19d0b8c08e40cea052529bcefb3398dbf4e9cad3c702dc99cb7dee6311884e79,30091-education,Education Reached,categorical,,,What is the highest grade or year of school you completed?,TRUE,"1, Never attended school or only attended kindergarten; 2, Grades 1 through 4 (Primary); 3, Grades 5 through 8 (Middle school); 4, Grades 9 through 11 (Some high school); 5, Grade 12 or GED (High school graduate); 6, 1 to 3 years after high school (Some college, Associate's degree, or technical school); 7, College 4 years or more (College graduate); 8, Advanced degree (Master's, Doctorate, etc.); 999, Prefer not to answer",,,,,,Education,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"education,high grade,year,school",group16
23d2899d38165c5e8c12d46c97d12620f13ccef5b0289ddc927b2146f5a0ddf003e5f5fb653afbed7fe459da5ddcb43c5a66a8ea39d4b4d51f71963bc124a98f,what_is_the_highest_grade_or_level_of_school_that_you_have_completed_or_the_highest_degree_you_have_received,What is the highest grade or level of school that you have completed or the highest degree you have received?,text,,,,,"[""some_elementary_and_or_middle_school_grades_1_8"",""trade_technical_vocational_training"",""high_school_degree_or_equivalent_for_example_ged"",""never_attended_or_attended_kindergarten_only"",""associate_s_degree_for_example_aa_as"",""bachelor_s_degree_for_example_ba_bs"",""professional_degree_for_example_md_dds_dvm"",""i_prefer_not_to_answer"",""some_high_school_no_diploma_or_ged"",""some_college_no_degree"",""master_s_degree_for_example_ma_ms_med"",""doctorate_for_example_phd_edd""]",,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"school,high grade,level,high degree",group16
be5d34c89c377e912527c71a0c9fd9cd5c822fcb162e3e72ece2f438f15d3a90642817c884dae372d1a53ad60432e42dfd7bfeb7095ff92ada6383dc4640bbc7,education,,,,,How many years of education have you completed?,,,,,,,,,,Education,integer,Years of education from 0 - 20+,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"year,education",group16
136ed2218fff77c69dd2d531e73ce0e37070db0166da68da909d8bee21f6059e2c1c9044438747ca7dd3f93aaac391665486689202b4eff59181ce3cd1d3c99e,education,Education of participant,dropdown,,,"What is the highest grade or level of school you have completed or the highest degree you have received? (ENTER HIGHEST LEVEL OF SCHOOL)
",,"0, NEVER ATTENDED/KINDERGARTEN Only | 1, 1ST GRADE | 2, 2ND GRADE | 3, 3RD GRADE | 4, 4TH GRADE | 5, 5TH GRADE | 6, 6TH GRADE | 7, 7TH GRADE | 8, 8TH GRADE | 9, 9TH GRADE | 10, 10TH GRADE | 11, 11TH GRADE | 12, 12TH GRADE, NO DIPLOMA | 13, HIGH SCHOOL GRADUATE | 14, GED OR EQUIVALENT | 15, SOME COLLEGE, NO DEGR | 16, ASSOCIATE DEGREE: OCUPATIONAL, TECHNICAL, OR VOCATIONAL PROGRAM | 17, ASSOCIATE DEGREE: ACADEMIC PROGRAM | 18, BACHELOR'S DEGREE (EXAMPLE: BA, AB, BS, BBA) | 19, MASTER'S DEGREE (EXAMPLE: MA, MS, Meng, Med, MBA) | 20, PROFESSIONAL SCHOOL DEGREE (EXAMPLE: MD, DDS, DVM, JD) | 21, DOCTORAL DEGREE (EXAMPLE: PhD, EdD) | 22, REFUSED | 99, DON'T KNOW",,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"education,high degree,high grade,level,school,high level,participant",group16
207ad911ecd2f1ccbdd3d6589cd63b96add65a26946206b63f5056aa31e0a122bfbc794182d056789a25c4b6f50ecd9aa0bf561324655da16ffdf956366df59f,education,,select one,Demographics Survey,5,What is the highest level of education you have achieved?,TRUE,"No formal schooling;Some school, but did not graduate high school;High school diploma or equivalency (e.g., GED);Associate degree (e.g., junior college);Some college, but did not graduate college;Bachelor's degree;Master's degree;Doctorate (PhD);Professional doctorate (MD, JD, DDS, etc.);Other;Don't know;Prefer not to state",,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Demographics Survey.csv,RADx-DHT,"education,high level",group16
488652ca9a8138a3cb978b01bd674ab947e8dee8de95ddd8806d9f9c48cc3bcfb22a0c7afa031cf6da422bfedc9cb28c12dd2635d6884651c0e8b5982ca3b562,edu_years_of_school,Recommendation from RADx-UP projects,,,,What is the highest level of education you have achieved outside or in the United States?  Grades roughly equivalent to years of school.,,"0, Have never gone to school|1,5th grade or less|2,6th to 8th grade|3,9th to 12th grade, no diploma  |4,High school graduate or GED completed  |5,Some college level/ Technical / Vocational degree  |6,Bachelor's degree  |7,Other advanced degree (Master's, Doctoral degree)| 98, Prefer not to answer |99,Don't know",,,,,,,sociodemographics,Demographics,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"education,recommendation,radx,united states,project,school,high level,grade",group16
2e3e7e0944c97d609d7f06a5b611c0d1f7790a6f7a87260bf97e9f666b7b0d1ba29be889f69e778babccfdcafcf752f11755ecbbb3aca48de575809b6d2ae271,education,Highest level of Education of participant.,categorical,,,"""What is your highest level of education?""",,Associate's Degree; Bachelor's Degree; High school or equivalent; Master's Degree; Professional degree; Some college; Technical occupational cert; Recode_NA,,,,,,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"education,participant,high level",group16
c2c8c0eba1c92c3151a1ae07ecadd810c1dcaf5d30812ff9b63658b78a2512db27edd0ee167874040418e8a5f0d961d936be507b61661db117afd5c017e50e90,weight,Weight of participant,categorical,,,"""Please provide your weight""",,100-150; 151-200; 201-250; over250,,,,pounds,,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"participant,weight",group17
ff7c9ac371751bafc43b70dc88a25fa048ef255f11adb58aa93bb9380ee127b5254bde1c4eb396e2eaf49e1a330f43831e9abae7fc1b9fe35e80367a0c162959,weight,,integer,Largest Gathering and Height/Weight,0,What is your weight in pounds?,TRUE,|pounds,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Largest Gathering and Height Weight.csv,RADx-DHT,"pound,weight",group17
331edeee2e2430f1a2602fcaa8e04c07c58fefcdad836931d769d404fda37ee413a7dba3e50ba730af1476ed257030c60dbb4973619db69face27c7d9f94338a,weight_lbs,,,,,What is your weight?,,,,,,pound,,,,Health Status,float,Weight in pounds,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,weight,group17
fcf4d2df931a817132c97d9e84640171cc5fa0135af4cbd826aeb63106eadc65a6ad013e4e2be1e4d702872b86fc4b1a7c5d9912e17083533871440e549ae4e6,not_tested_for_conditions,,string,,,Were you tested for any of the following conditions in the past 24 hours? Select all that apply,,"['I was not tested for any conditions or infections in the past 24 hours', nan]",,,0.0,,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT,"hour,condition",group18
fcf16c1ac3aaba36136f62a4324350a2b5e2240ee9fc0cdb34c15c20115c47ec1399eac4faacf19789c65893532b31f6e2811c67cb78fcca31adad3bd1991b49,tested_for_conditions__covid,,string,,,Were you tested for any of the following conditions in the past 24 hours? Select all that apply,,"[nan, 'I was tested for coronavirus disease COVID 19']",,,0.0,,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT,"hour,condition",group18
a15c009034fe02cb58b6a10b4e28be99ef0a7ef7264329dc2df71265e1be4d87ff4f3dae3b18052a106a47e7f43dea25075be047e2b1b3e130fab519cee04600,tested_for_conditions__flu,,string,,,Were you tested for any of the following conditions in the past 24 hours? Select all that apply,,"[nan, 'I was tested for the flu']",,,0.0,,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT,"hour,condition",group18
dd443170fc0d84963819ff4cd8169ada0bba062a1acef64d8d2fef2b26da03d2b60e3cb30612ba50b8c9775e0c8bb43977478346127c81a68808c0d3b8cf8d9a,current_conditions,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey,,,,Do you have any of the following conditions? (Select all that apply),,,,,,,,,medical_history,Conditions,descriptive,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"toolkit_content,condition,pdf,jhu community survey",group18
7b008983f8190ffd1c2541aca012a7c3b0ed39d0ff8a2bfdf81b11510fabcbd62dbd321109b004fa8481287019843d6d2d408c57ab1516d0a276a38ab16cc663,tested_for_conditions__covid_not_eligible,,string,,,Were you tested for any of the following conditions in the past 24 hours? Select all that apply,,"[nan, 'I tried to get tested for COVID 19 but was told I am not eligible or that I do not need a test']",,,0.0,,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT,"hour,condition",group18
61140a10d42a61a0d1fa89ec5dc39470f475fa30db8336ae411e617078127e89be10133ab44749770c0097aabd2f37fc083621bdda8bc2090c81a555f625c64e,tested_for_conditions__other_condition,,string,,,Were you tested for any of the following conditions in the past 24 hours? Select all that apply,,"[nan, 'I was tested for another condition or infection']",,,0.0,,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT,"hour,condition",group18
58279f2785c3b837feda4e213ee777e91e2c9333dffd8f6ad8fb7a8240c8d9368e58cdb5f1339fd4eac0598a35d8e4bebe7b570f73820692ae994a3252e1fb3d,tested_for_conditions__covid_testing_unavailable,,string,,,Were you tested for any of the following conditions in the past 24 hours? Select all that apply,,"[nan, 'I tried to get tested for COVID 19 but testing was unavailable']",,,0.0,,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT,"hour,condition",group18
981a6415b2257c56a01e39929eb4deb2167616bfe8be2c9fcc395bf7717cf3e6c419db4b5b08b566e64265fd2f963b959429e809953deed22be1743308df0918,asthma,,,,,Asthma,,"1, Yes | 0, No",,,,,,,form_1,Medical History,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,asthma,group19
d51b4f69eff1a5148ba4914a56f91d69c127197b4abeb349bc8d66f871af4768c29ed2e3a69e0a4615858064b94eb5a6cff272b0bdc83921229438058f04268d,asthma,,,,,Asthma,,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,asthma,group19
88e30463b6decc9bce0a8ba41f1a9e8dd40e68f1abe5ab6c03d78af470a151d56a9667eda75dfe80738dee95cd6bba42c4e7fc21f4c86ac7f6d4b982ccd3917f,asthma,,select one,Your Medical Conditions,4,"Asthma, to the point that you use inhalers daily or have been to the hospital for your asthma?",TRUE,Yes;No;Don't know,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT,"point,asthma,hospital,inhaler",group19
fbcdd7d2ac87708ede1ca26a45e60125a33dea4dfad17bb289aeeb1949f1b9be7c90dce80683eb5f4e3347b64e673afeaf5c5de08b3747dc9ba3ca90a7829f3d,sickle_cell_disease,,,,,Sickle cell disease,,"1, Yes | 0, No",,,,,,,,Medical History,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,sickle cell disease,group20
416900655940d8173c2ab00eef838f809368ad0058a437d37b1cc21f4f75075db06effd7f90a62053bde93e837542c918311e811aca356bdd880845105ad481a,sickle_cell,,,,,Sickle cell disease,,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,sickle cell disease,group20
e9a3d80a2e82a9fb5064c4a3a929361ff1f614bf84924eb5dcae5f75db4375a1b1c1aa7f0d952f5d17157ca79bad4d47ab4d103842f2b8d895fa3ea869a5dc44,cancer,,,,,Cancer,,"1, Yes | 0, No",,,,,,,form_1,Medical History,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,cancer,group21
710071c90f880777cc6a8c3ee9fb6e8f02c9b5415bac205ce0335eb42f3979d1e9c6f468e9dc5eeab8398c0513f04b6ba02df91056d5464b17461270d6947b98,cancer,,,,,Cancer,,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,cancer,group21
a22f274c6ccacdfeaf43b58290986d92ce88a275943bc7504b2d1175d4738b7d8587a16728ae2e72ea89fe3804d298afeb26955d4dda4ef52f1305260a5d8a99,diabetes,,,,,Diabetes,,"1, Yes | 0, No",,,,,,,,Medical History,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,diabete,group22
907710f2357dbe3a8dd9042bcf4a3fa916f5d19782e8a4fd1d9a83fdd76a5bc6e6491b212fa2333a2343473813d48cac9579067bd8c229cbe499c7fd121d2462,diabetes,,select one,Your Medical Conditions,4,Diabetes? Do not include pre-diabetes.,TRUE,Yes;No;Don't know,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT,diabete,group22
d8780525c15481e9006190eba84c6ae113f0ef2489304abc08c1e8eb7dc19ebb44cf3f16246e4ba2f922ecdcf9a4dddace9762897387c68f097ed6140ea6a99f,cc_chronickd_2,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey,,,,Chronic kidney disease (CKD),,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,medical_history,Conditions,radio,,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"toolkit_content,pdf,chronic kidney disease,ckd,jhu community survey",group23
e6d28b5131a5233e7b8a703295687a3455346e6cce0066e9d266f082f6b4b1e6ca8f9429c67898956546941f68b3af54cb175cda47c0b00937b6597d69838217,chronic_kidney_disease,,,,,Chronic kidney disease,,"1, Yes | 0, No",,,,,,,form_1,Medical History,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,chronic kidney disease,group23
f38d97659883d3f07eae225b46314ce76aa0e8bf3930b84a10f19cb22b912f4f60123098db8aae3b4dbdb555913ecf1a57db62ddb07f8805459b4f864a9cd820,hypertension,,,,,Hypertension,,"1, Yes | 0, No",,,,,,,form_1,Medical History,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,hypertension,group24
94c92870dff5d676efb70940aaed79023260d57be4ec085085607755a6e7ff559ec73c7059905b6e2de3d6417b58fe9953f565e5c610b4ee00d93f48f2437b07,hyperten,,,,,Hypertension,,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,hypertension,group24
d00cb97d040056d5de9c973ba6ef848251e89e54993b1a7ae0cc6cfdd2719d836148ee9261c5ed1f9c5adaa22117481be6c64f3199a189cd42a240ad3eb0f566,cc_cvd_2,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey,,,,Cardiovascular disease (CVD or heart disease),,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,medical_history,Conditions,radio,,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"cardiovascular disease,heart disease,cvd,toolkit_content,pdf,jhu community survey",group25
2ca9c4d22c4814d3f4230739e433552b0f6dc558399060bf6bb3de6e831f20e5c21410564f534dd3c38b71eb7769d785389605869d60c2960640ea614f458128,cardiovascular_disease,,,,,Cardiovascular disease,,"1, Yes | 0, No",,,,,,,,Medical History,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,cardiovascular disease,group25
d7563cb2acb140d35579a2220299163c3a59c77da01dffdc8212e13c58350edbe9158bc7b7cc474ca16a7fc1dae08110fae592ed94e81c1e56fbf7bc21579c35,30106-currently_pregnant,Pregnancy Status,categorical,,,Are you currently pregnant?,TRUE,"1, Yes; 2, No; 3, I don't know; 999, Prefer not to answer",,,,,,Medical History,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,pregnancy status,group26
96cf79541dd2f0bef284dceb940de73f29cb90a97843fc7d5e89b4cdbc197b3211b02ca51e83b3c921f0979508c7af45f95c8b55c441ac30aa57a5b9e34d0b4e,pregnancy_status,,,,,Pregnancy status,,"1, Currently pregnant | 0, Not pregnant",,,,,,,form_1,Medical History,radio,,,,,[sex] = '2',,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,pregnancy status,group26
3a0d5c4faf916c758d0e93aac61539d6c51a3bb8634c35b970ff508c4b5b6d95b5e42ee0dbbe8c89f035ed523b41ca28441db7a995b2edb6a15a6fb15186df50,pregnant,Pregnancy status of participant,categorical,,,"""Are you currently pregnant?""",,Yes; No; Recode_NA,,,,,,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"pregnancy status,participant",group26
ed078f77965008160ce8575cafcc4a8cd9948b237d210419bbfa80062ddfedb30a64679588bf4675bc24cd397e535c58de929c61403245b8f27f0852d0e657c2,cross_alcohol,,,,,"Had an alcoholic beverage (beer, wine, liquor, etc.)? /(11-17) Had an alcoholic beverage (beer, wine, liquor, etc.)?",,"1, Yes | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"In the past TWO (2) WEEKS, has your child ... (11-17) In the past TWO (2) WEEKS, have you...",radio,,,,,,,cross_cut_exposure,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"liquor,alcoholic beverage,beer,wine",group27
75e0816ae9a6098d340c3eef8bee7eeff40158ec857908aa9ab13273bb7fa885de7acacee80b31a98422b4755a6c9d404031d300ee1887f32fbd2f439fe2e2f9,alcohol_daysperweek,|https://www.drugabuse.gov/sites/default/files/audit.pdf| Alcohol Use Disorders Identification Test (AUDIT) |,,,,How often do you have a drink containing alcohol?,,"0, Never|1, Monthly or less|2, 2-4 times a month|3, 2-3 times a week|4, 4 or more times a week|5, Don't know or refuse to answer",,,,,,,alcohol_and_tobacco,Alcohol and Tobacco/Nicotine Use,radio,,,,,[lifetime_use_alcohol] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"drink,alcohol,site,alcohol use disorder identification test,audit,default",group27
0622f813b4eac5fdc0b2cb7d58e0f4ffc72ae0164608f1bb94de43be4c6fd82a1db0f5b65769831ecfdb1a87e01e46a421f056e9ac40d8d299e8cfd2c8ad6cdd,how_often_do_you_have_a_drink_containing_alcohol,How often do you have a drink containing alcohol?,text,,,,,"[""never"",""monthly_or_less_than_2_to_4_times_a_month"",""2_to_3_times_a_week"",""4_or_more_times_a_week""]",,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"drink,alcohol",group27
1e29007baddf4364af59eb4af8d7dd8c110c043e89699882142dc288eb9702e9879851092ff558d0b4af74aa8add87261a90170c3b53d029825448fd445973ec,alc,Alcohol use,radio,,,How often do you have a drink containing alcohol? ,,"1, Never | 2, Monthly or less 2-4 times a month | 3, 2-3 times a week | 4, 4 or more times a week",,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"drink,alcohol,alcohol use",group27
