Digest (variable_name|source_file|source_directory),variable_name,description,datatype,survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories,related_group,matches
414a462b5a7e52e53b9dfde2be77131612bd70f3c41c785dd5c7e58dec8ab524476c62b075a9a7d64e7ae0a52e74f66471e843f6c5a7cb02631e39ef447ed1a6,type_health_insurance__other,,string,,,Which of the following types of health insurance do you currently have?,,"[nan, 'Other']",,,0.0,,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT,"health insurance,type",group24,"9e9718,0.86;053887,0.86"
4b8516db88b6d95b2a698dcf81c40f4af91287639c43a1c2d63d65bcb690a303aa714dbee97831c582453504adaccb15c90bcced3dca5f2e80a23d37ee9e9718,insurance,,,,,What kind of health insurance do you have?,,"1, Private insurance | 2, Public insurance | 3, None",,,,,,,form_1,Insurance Status,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"kind,health insurance",group24,"588220,0.86;efd46b,0.86;0b8e3d,0.86;7ed1a6,0.86;928144,0.86;4612c6,0.73;51568d,0.86;659b54,0.71;9ffbad,0.71;eecbaa,0.86;d85bf7,0.71;b0e081,0.86"
8f7571191b33f63eef9cf9f6235d3a8c746c9ad12764d2055713a3c8c8a5138082fe69d6a135ff265b392048f9f2c2f1075027f822f23a0a72a639e02f928144,type_health_insurance__medicare,,string,,,Which of the following types of health insurance do you currently have?,,"[nan, 'Medicare for people 65 and older or people with certain disabilities']",,,0.0,,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT,"health insurance,type",group24,"9e9718,0.86;053887,0.86"
58b6feec9530760fe262f002a24227b34db76ce19f6f2f4700315917d63705de3e6e211a53e3cb30b257851efcb0ff6a1e29ef2f28409c638a10a9d2f2053887,insurance,,,,,What kind of health insurance do you have?,,"1, Private insurance | 2, Public insurance | 3, None",,,,,,,,Insurance Status,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"kind,health insurance",group24,"588220,0.86;efd46b,0.86;0b8e3d,0.86;7ed1a6,0.86;928144,0.86;4612c6,0.73;51568d,0.86;659b54,0.71;9ffbad,0.71;eecbaa,0.86;d85bf7,0.71;b0e081,0.86"
d149ecff731fdf25204110a3db64d325b3a339eea5c3ad4da90cae136f73ca05ba1d1295ece1da36baed92a486cdcd02f26489670ff3b917c4517ada614612c6,what_best_describes_the_type_of_health_insurance_coverage_plan_you_have__i_do_not_currently_have_health_insurance,What best describes the type of health insurance coverage plan you have? Please select all that apply. | I do not currently have health insurance,text,,,,,"[""""i_do_not_currently_have_health_insurance""""]",,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"health insurance,type,health insurance coverage plan",group24,"9e9718,0.73;053887,0.73"
da4ec8d4571536d97318d56f6c76a65d2bf957dad7e274cb1a69a1fc4410c053addc1932292c8c10dcd44813668fa55ba864d88e8247e6bc365de4a56151568d,type_health_insurance__not_sure,,string,,,Which of the following types of health insurance do you currently have?,,"[nan, 'I dont know Im not sure']",,,0.0,,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT,"health insurance,type",group24,"9e9718,0.86;053887,0.86"
3e6fb88fed5c36d00c2071cad370cab4634f0d9b605b2232cd95b4ca0b9ae37f73da5c0ca3f108a561420603343d5018ad6fc44904c04a97c3bf70652b659b54,has_health_insurance,,string,,,Are you currently covered by health insurance?,,"['Yes', 'No', 'I dont know Im not sure']",,,0.0,,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT,health insurance,group24,"9e9718,0.71;053887,0.71"
5719c4ccf1c9620399bf2bb3aaa23c1574e774868987a3c758548b210f6a79f8f38de07260fc01e0cf774f3de05152eed8c0eeb4f783839f1b2da447d99ffbad,30112-insurance,Insurance Status,categorical,,,Are you covered by health insurance or some other kind of health care plan?,TRUE,"1, Yes; 2, I don't have health insurance (Self-Pay); 3, No; 5, I don't know; 999, Prefer not to answer",,,,,,Insurance Status,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"kind,health insurance,insurance status,health care plan",group24,"9e9718,0.71;053887,0.71"
116aa544e3d2aebc7d40d4c9d3acd82a1c9293d210ec7b6e0d292afe1fd4b75b688e3a36a0c73ff9104c122a7be13e7e90364c0055688ef469821f1237eecbaa,type_health_insurance__government,,string,,,Which of the following types of health insurance do you currently have?,,"[nan, 'Medicaid Medical Assistance or other government assistance plan']",,,0.0,,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT,"health insurance,type",group24,"9e9718,0.86;053887,0.86"
4fcb9f44a5a04109c3145e99f4af0e6b31cbc15179d5d25c4ecfaa52684087c540d97b845f8d68bd8688469a5adcec3a51e898722db3aaaf3b8eb4b813d85bf7,30113-insurance_plan,Insurance Plan Type,categorical,,,What kind of plan are you covered by?,TRUE,"1, Insurance purchased directly from an insurance company (by you or another family member); 2, Insurance through a current or former employer or union (by you or another family member); 3, Medicare, for people 65 and older or people with certain disabilities; 4, Medicaid, Medical Assistance, or any kind of government-assistance plan for those with low incomes or disability; 5, TRICARE or other military health care; 6, Veterans Affairs (VA) (including those who have ever used or enrolled for VA health care) ○ Indian Health Service; 7, Any other type of health insurance or health coverage plan; 999, Prefer not to answer",,,,,,,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"plan,kind,insurance plan type",group24,"9e9718,0.71;053887,0.71"
984999cd58aad091e63007efc6422d64a4db8798adaf1af2f7505b36e15fe55ffb24588c50b770febdaca1297d825081ef0a4d5086f7ada0be4c9093e4b0e081,type_health_insurance__va,,string,,,Which of the following types of health insurance do you currently have?,,"[nan, 'Veterans Affairs VA']",,,0.0,,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT,"health insurance,type",group24,"9e9718,0.86;053887,0.86"
049a2bf3b4f9879d5faefd6a60916b05253d59798bb2ca969203dcd0060af1dcc775d198833e3721a42b60c2f94930cc1c58604b4d8820c69e18b6099b1b2421,disability_deaf_2,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,,,,"Are you deaf, or do you have serious difficulty hearing?",,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_disability,How often have you used each of the following drugs?,radio,,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"ncbddd,difficulty,disabilityandhealth",group25,"6dae84,0.83;931301,0.87;ab35e6,0.87"
9b5db75eaa3bac6a973a3fb8469ea2331827a7fd76b28315ed79198280bdeadb469e306bac9e6b6e401986a244e472fcdf8dab30be7daedd4986c5cd526dae84,30117-deaf,Deaf Status,categorical,,,Are you deaf or do you have serious difficulty hearing?,TRUE,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Disability Status,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"difficulty,deaf status",group25,"1b2421,0.83;931301,0.93;ab35e6,0.93;521f69,0.84"
dc237515160d7eb0cccf0d2c9bd74ee865b44829e97becded7d25c32256864653d6d1ad1c64d1c73b2f14eb9b844312e8852998927a437633d4dd43ca7931301,deaf,,,,,Are you deaf or do you have serious difficulty hearing?,,"1, Yes | 0, No",,,,,,,,Disability Status,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,difficulty,group25,"1b2421,0.87;6dae84,0.93;521f69,0.84"
4aeac0ef6bc554038ae585a753544506b035914e95ee5c0b58ad3abd56680b2902c2d9998398776bd1b25efb7a3416893d4cf2c7c593f584cbd961a5caab35e6,deaf,,,,,Are you deaf or do you have serious difficulty hearing?,,"1, Yes | 0, No",,,,,,,form_1,Disability Status,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,difficulty,group25,"1b2421,0.87;6dae84,0.93;521f69,0.84"
9ffa128253fb193f8e2aed65ca9210bdf01fe16fa062d45f7c0d08273df494a1996229e96d6da146eb442daa0b2651372896ad8282c9d2d3b627487800521f69,deaf_diff,,,,,"(0-12+) Does this child have deafness or problems with hearing? / (15+) Are you deaf, or do you have serious difficulty hearing?",,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Disability Status,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"deafness,child,problem,hear,difficulty",group25,"6dae84,0.84;931301,0.84;ab35e6,0.84"
d9dc2c1f4ef394285e86d9e1fcb5e08cf54e5e5cfd7c6122364555844f8bce51ba8efcebe3350d550a00a003a06abe9da4b8aa6fc18831dffd61de13cc6c889f,blind,,,,,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",,"1, Yes | 0, No",,,,,,,,Disability Status,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"difficulty,glass",group26,"f7c72d,0.86;2a6fec,0.94;5188d8,0.91"
96a9b06ed265b36204fe0477eb7b71a99e7f258524446b11b884aa72f8f5e8ae06d24de7c71d58339ea0c31e192df7dd069dae769a28a3637834489063f7c72d,blind_diff,,,,,"(0-12+) Does this child have blindness or problems with seeing even when wearing glasses? / (15+) Are you blind, or do you have serious difficulty seeing, even when wearing glasses?",,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Disability Status,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"blindness,child,glass,problem,difficulty",group26,"6c889f,0.86;2a6fec,0.84;1960ed,0.86"
216bee7559593476bd4457ce4abd942e080a99f330a1f82ed990957cb05ba3f0fae74a629b01914b7f13a8564e8698a8175e5fa15a45ab377db3b6b6782a6fec,30118-blind,Blind Status,categorical,,,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",TRUE,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Disability Status,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"difficulty,glass,blind status",group26,"6c889f,0.94;f7c72d,0.84;1960ed,0.94;5188d8,0.85"
5317a5467d62db7310dd5d28b4a7fe67ce8224a12e75e23a3cfa4efe0d1a09a92af54d48319ab9f05aaf52018f642328cc687e80d5e20b53fe35b6edff1960ed,blind,,,,,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",,"1, Yes | 0, No",,,,,,,form_1,Disability Status,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"difficulty,glass",group26,"f7c72d,0.86;2a6fec,0.94;5188d8,0.91"
92b9daceaeffd70d187ab268ca564acb7bf458f5d2efa9cd8832381e553120287c769432f8c66e229bc9fdf3099b793e35784202e2b9583a9eba1bfc925188d8,disability_blind_2,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,,,,"Are you blind, or do you have serious difficulty seeing, even when wearing glasses?",,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_disability,How often have you used each of the following drugs?,radio,,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"ncbddd,difficulty,disabilityandhealth,glass",group26,"6c889f,0.91;2a6fec,0.85;1960ed,0.91"
aa2063ca1ce2e2cc81a7563f921ed7c4ab73f2cc70261e062cd5608c9bca2288f5b64786ebce9b743bde253b84d4512b9c48dac2585e43859c2a5ceab7e2c3a7,memory_dis,,,,,"Because of a physical, mental, or emotional condition, do you have serious difficulty concentrating, remembering, or making decisions?",,"1, Yes | 0, No",,,,,,,form_1,Disability Status,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"remember,emotional condition,decision,difficulty",group27,"b9ccfd,0.88;c52e45,0.89;e7f25b,0.9"
bf171505cb983b4de75eb16a936a4db940101a3144d349fdf438d65065a89c0d6f79453383f7d4ffcbd462493bc72f77fb59e247d3bd07d9e82388a843b9ccfd,disability_decisions_2,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,,,,"Because of a physical, mental, or emotional condition, do you have serious difficulty concentrating, remembering, or making decisions? 

(5 years of age or older)",,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_disability,How often have you used each of the following drugs?,radio,,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"remember,emotional condition,disabilityandhealth,ncbddd,decision,age,difficulty",group27,"e2c3a7,0.88;b520f8,0.88;e7f25b,0.79"
42a6bdd69b6e4e74515380eae711cf4fefa811430973ebc91288ca892b1ad5bd53b94e6ef2732d5b960be8b2aad57e8ff1a3286a40a0367d42b9e72a17b520f8,memory_dis,,,,,"Because of a physical, mental, or emotional condition, do you have serious difficulty concentrating, remembering, or making decisions?",,"1, Yes | 0, No",,,,,,,,Disability Status,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"remember,emotional condition,decision,difficulty",group27,"b9ccfd,0.88;c52e45,0.89;e7f25b,0.9"
6de9e9a13df9b6f610670b2744b86d6a89d9ffe88ac58a8fcd9d08125e51db4b2119e0e672d924787c033c2c25b124b0777e97f7452e59b2c6b984f367c52e45,conc_diff,,,,,"(6-12+) Does this child have serious difficulty concentrating, remembering, or making decisions because of a physical, mental, or emotional condition? / (5+) Because of a physical, mental, or emotional condition, do you have serious difficulty concentrating, remembering, or making decisions?",,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Disability Status,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"remember,emotional condition,decision,child,difficulty",group27,"e2c3a7,0.89;b520f8,0.89;e7f25b,0.89"
0b257c6d2c01c60610f875006d69b741878b287fd01124e6a406fbc5298bfdf961b7d0e205df8a52a9a94321641209dae71c3699f9434ba0f648e401b1e7f25b,30119-concentrating,Difficulty Concentrating,categorical,,,"Do you have serious difficulty concentrating, remembering, or making decisions (because of a physical, mental, or emotional condition)?",TRUE,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Disability Status,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"remember,difficulty,decision,emotional condition",group27,"e2c3a7,0.9;b9ccfd,0.79;b520f8,0.9;c52e45,0.89"
3b4a8446b4046cced8bf17de73ddb0cd589b5e4eebb84bbe6ff80085e6526529661a2295773a2285a7d61c6e90b8ecd6e0c04056a917b9a322f5253fcc7fb48b,walk_diff,,,,,(6-12+) Does this child have serious difficulty walking or climbing stairs? / (5+) Do you have serious difficulty walking or climbing stairs?,,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Disability Status,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"difficulty,child,stair",group28,"65b13f,0.89;b13e09,0.9;7d8ffc,0.9"
2e74a1f5e7d89fff6abcd9d7354aa51804dc9202067bf4fc3ceba9e7bc61c5b28806d94e11ef332d1a60e48c8d9e99359a35cd1d2ebb4ea62c5281711d65b13f,30120-walking,Difficulty Walking,categorical,,,Do you have serious difficulty walking or climbing stairs?,TRUE,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Disability Status,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"difficulty,stair",group28,"7fb48b,0.89;b13e09,0.95;1f7040,0.8;7d8ffc,0.95"
ea6dcde390d276bf17e9d1ae4b1d3364d3a6b61fa9c5fa0e6966bf6e23e88b8354a5271f6df9ad55f8b6d6a904d456d0d970b156ea84075044eb686813b13e09,walking_climbing_dis,,,,,Do you have serious difficulty walking or climbing stairs?,,"1, Yes | 0, No",,,,,,,form_1,Disability Status,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"difficulty,stair",group28,"7fb48b,0.9;65b13f,0.95;1f7040,0.83"
923f41ce73d63e2dd149f89b7416c8d1d025c7e221a352254ba436b068a37440678872ec2e10f7be628a658713343c2f1cb38699107f3ce93e21a3fee31f7040,disability_walking_2,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,,,,"Do you have serious difficulty walking or climbing stairs? 

(5 years of age or older)",,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_disability,How often have you used each of the following drugs?,radio,,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"year,disabilityandhealth,ncbddd,age,difficulty,stair",group28,"65b13f,0.8;b13e09,0.83;7d8ffc,0.83"
9b3d0f9f600633f4d0739cce1af0b547a211c3c3dd1427e4147db248f8eb48925b55286a1865e46fe18dcd05a66c6b0e74950a41317dff2c838b284a087d8ffc,walking_climbing_dis,,,,,Do you have serious difficulty walking or climbing stairs?,,"1, Yes | 0, No",,,,,,,,Disability Status,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"difficulty,stair",group28,"7fb48b,0.9;65b13f,0.95;1f7040,0.83"
5e0c398eef5a1774fd3fa22e92865c01b9bbbc108265e82abe6114a6f19fed1413319c1a0aa56097a810fc3753a55bbaa06b0e426d149dab63a0d2e43421d370,dress_bathe_dis,,,,,Do you have difficulty dressing or bathing?,,"1, Yes | 0, No",,,,,,,,Disability Status,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,difficulty,group29,"1e4a7b,0.84;52ae98,0.9"
eeea62ac7bf7071c9392db056da67f7638cbb109e2586db93c9cf1084ee7ea181e4a78f9e376514dd434844370f820c00963fac046ba0fda46a0e9a60c1e4a7b,dress_diff,,,,,(6-12+) Does this child have difficulty dressing or bathing? / (5+) Do you have difficulty dressing or bathing?,,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Disability Status,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"difficulty,child",group29,"21d370,0.84;778d36,0.84;52ae98,0.8"
d65402bfbc4524aff5a4a022982e3e75c69a48a555810323eed0a8b3861a396398f995726879e7f7858725a6bc82868ae571c27eaf75f0df68bdcb9699778d36,dress_bathe_dis,,,,,Do you have difficulty dressing or bathing?,,"1, Yes | 0, No",,,,,,,form_1,Disability Status,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,difficulty,group29,"1e4a7b,0.84;52ae98,0.9"
4560a3487a9520ad8870e060cd2d8362d59f3366080850af3e852dc5d42e7c1470e735e943123c93900379251d72ebcf8ee7b3165ea8b54af4dd01920a52ae98,30121-dressing,Difficulty Dressing,categorical,,,Do you have difficulty dressing or bathing?,TRUE,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Disability Status,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,difficulty,group29,"21d370,0.9;1e4a7b,0.8;778d36,0.9"
c289b4046d5e0e754fe8f70df8ed19819d81dc16715fa3cd91078a2c0e73eb687715526bfa2aae71ac673f211b9fec0d993b09b6a32e8e64c659f7e73184e371,errands_diff,,,,,"(12+) Does this child have difficulty doing errands alone, such as visiting a doctor's office or shopping, because of a physical mental, or emotional condition? / (15+) Because of a physical, mental, or emotional condition, do you have difficulty doing errands alone such as visiting a doctor's office or shopping?",,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Disability Status,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"emotional condition,shop,child,errand,difficulty",group30,"848990,0.91;c102c1,0.91;edba55,0.88"
0e874ba076a3da6ad89c449a500577abc1a8d497e627cb10e6f39f42e307882750865ad50c22dc53fa06e32a8ed081ffdd8809f828d7e9cfde1083232b848990,errand_dis,,,,,"Because of a physical, mental, or emotional condition, do you have difficulty doing errands alone such as visiting a doctor's office or shopping?",,"1, Yes | 0, No",,,,,,,,Disability Status,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"emotional condition,errand,shop,doctor,difficulty",group30,"84e371,0.91;3fd45b,0.91;edba55,0.88"
d22ea660f10690c2b7d967f9b4a9c5208dd8bb84af37e701948a2b627835b29db1733328117e5df688e0bd50d8cf590cec76181318672592a47991d4e73fd45b,disability_errands_2,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,,,,"Because of a physical, mental, or emotional condition, do you have difficulty doing errands alone such as visiting a doctor's office or shopping? 

(15 years of age or older)",,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_disability,How often have you used each of the following drugs?,radio,,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"emotional condition,disabilityandhealth,ncbddd,shop,errand,age,difficulty",group30,"848990,0.91;c102c1,0.91;edba55,0.82"
011f24ca2ae1a90566a6432b4f10270701699c05d04d20815dcc0563e789a8f85d5ce1f804d2dc6a2b027795cef70246bc13c80211a72a7c4b9800c1cfc102c1,errand_dis,,,,,"Because of a physical, mental, or emotional condition, do you have difficulty doing errands alone such as visiting a doctor's office or shopping?",,"1, Yes | 0, No",,,,,,,form_1,Disability Status,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"emotional condition,errand,shop,doctor,difficulty",group30,"84e371,0.91;3fd45b,0.91;edba55,0.88"
0f95e8fe9e29aa927eaca11a08fea28417f9d78fa8fb6d4195f1235221656d09ba4de64c75d0c0a390de428744c8fad59cab2da4bf521ca11a2077c84bedba55,30122-errands,Difficulty with Errands,categorical,,,"Do you have difficulty doing errands alone such as visiting a doctor's office or shopping (because of a physical, mental, oremotional condition)?",TRUE,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Disability Status,About You,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"doctor,office,errand,shop,difficulty",group30,"84e371,0.88;848990,0.88;3fd45b,0.82;c102c1,0.88"
8f348ad3d2a926ca15fc75b403a98502fe8e9399d7b6fa1efdad5c6add8d218f3f51c96dd1eb36899e398358bed5e784681467a1448c8e0098fae7cebde6c718,acute_breath,,,,,Shortness of breath or difficulty breathing,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"shortness,breath,difficulty",group31,"772011,0.74;f2ca4d,1.0;45bb1c,1.0"
5e03e08f1796bd9490eee3c8b53e56751fbabc1fe983df7727e917ed41ca2610e5b38ed7246870724c98fdbaf07e11ca158dec70010c00071192fc3734002f99,covid_diffbreath_2,|https://www.cdc.gov/screening/index.html|CDC COVID-19 Screening,,,,Shortness of breath or difficulty breathing,,"1, Yes | 0, No | 98, Don't know| 99, Prefer not to answer",,,,,,,symptoms,Current Symptoms,radio,,,,,,,covid_symptomlist,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"difficulty,breath",group31,"772011,0.7;f2ca4d,0.91;45bb1c,0.91"
1d7385bb7d3be64f6ea10f97325d574db06b4836cbd07078305c065f9de08cfde89a181b555dfdc5d424ed8256052f309f5506bfdbc503c1f6e60107736bab6b,acute_breath_pe,,,,,Shortness of breath or difficulty breathing,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,,[acute_breath] ='1' OR  [acute_breath] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"shortness,breath,difficulty",group31,"772011,0.74;f2ca4d,1.0;45bb1c,1.0"
1f0d487967617f4d58bd4677b8137929540d9d9126b09aba9c5506809f838c9571307165edb4634ac579d9aba7212b7298dd9bbd705bdff10b8e47ab76772011,short_breath,"Are you currently experiencing any of the following symptoms in the past 24 hours? -Shortness of breath, difficulty breathing or chest discomfort",radio,,,"Shortness of breath, difficulty breathing or chest discomfort",,"1, Yes | 2, No | 3, Don't know",,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"chest discomfort,breath,symptom,hour,difficulty breathe",group31,"e6c718,0.74;002f99,0.7;6bab6b,0.74;f2ca4d,0.74;45bb1c,0.74"
aa47793c7d23ac5f8396242d7ed4d88106a6d204e07dc68b7999fc6845a2d36efe2fe6be79fe1509c7b0f7d5c189c94edc15a3de44ccd50e2d9f968671f2ca4d,shortness_of_breath_or_dif,,,,,Shortness of breath or difficulty breathing,,"1, Yes | 0, No",,,,,,,,Symptoms,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"shortness,breath,difficulty",group31,"e6c718,1.0;002f99,0.91;6bab6b,1.0;772011,0.74"
59b7035bbb7cbdc63b95055391bd197ca2d68ef98063f63f557acc6590b58c1e013e39dfeeddc371c4d444623525690b24d6e1f9f270b4dd44f359eb7745bb1c,shortness_of_breath_or_dif,,,,,Shortness of breath or difficulty breathing,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"shortness,breath,difficulty",group31,"e6c718,1.0;002f99,0.91;6bab6b,1.0;772011,0.74"
818b006c69e9978505326f5ac3b14e5e6a13a191dad007d6c974fa389dbe6f3d0cde22f6c849e98736dd76945069c2600a9e0792a5d35c1303a8622046f6c2f2,disability,disability that interferes with daily activity,radio,,,"Do you have a disability that interferes with your ability to carry out daily activities? Examples of daily activities include walking, climbing stairs, shopping, balancing a checkbook, bathing or dressing.",,"1, Yes | 2, No | 3, prefer not to answer",,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"disability,daily activity,shop,stair,ability",group32,"93a4be,0.96"
58e10b2e1064fa12593bbde5edf97ebed13675ed96caf518c52cdb2ad5fd5174890371e9e367e989da0a7fd25544d97721b7b5f6d1d1688734c5a6ff0bfd25bb,do_you_have_a_disability_that_interferes_with_your_ability_to_carry_out_daily_activities,"Do you have a disability that interferes with your ability to carry out daily activities? Examples of daily activities include walking, climbing stairs, shopping, balancing a checkbook, bathing, or dressing.",text,,,,,"[""i_prefer_not_to_answer"",""yes"",""no""]",,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"disability,daily activity,shop,stair,ability",group32,"93a4be,1.0"
