variable_name,description,datatype,Digest (variable_name|source_file|source_directory),survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,Concept,Comment,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories,related_group,matches
edu_years_of_school,,,01759cdc91923cef63783216f4decf2eac96aaf6c32749b8ea3d66f576cf231afcb3f5df69ab5af72a397ed77ddd303da0e3435d13e54e687b57e50eda161261,,,What is the highest level of education you have achieved outside or in the United States? Grades roughly equivalent to years of school.,,"0, Have never gone to school|1,5th grade or less|2,6th to 8th grade|3,9th to 12th grade, no diploma |4,High school graduate or GED completed |5,Some college level/ Technical / Vocational degree |6,Bachelor's degree |7,Other advanced degree (Master's, Doctoral degree)| 98, Prefer not to answer |99,Don't know",,,,,,,,Education Level,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,"grade,education,united states,high level,school",group11,"95db78,0.57;40bbc7,0.57;f907bb,0.57;884e79,0.77;2ae271,0.67;d3c99e,0.73;4dd0c6,0.57;73726c,0.73;6df59f,0.75;24a98f,0.72"
breakfast_precovid,,,dbad97cd73727ab2fdfa7eff126e3c1178f1399cf12cb17164e2e3ce0ccf9d464ad18e30f4814b8861e6d62321327a27fe9943c0ff74eda3c5e0eb221b95f584,,,Did your child get breakfast and/or lunch from the school in the 2019-2020 school year before the COVID-19 pandemic?,,"0, No | 1, Yes | 98, Don't know | 97, Not applicable/child did not go to school in person| 99, Prefer not to answer",,,,,,,tier2_ped,,,Did the patient receive the following for treatment of COVID in the hospital?,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"child,lunch,school year,school,breakfast",group12,"6d7d8c,0.51"
school_age_child,,select one,7be1c83d04716a022ece1fa26d4d29110b1a563fa284d148bdfe356de7ab49ae7b192fd8cb7c338707b2cfd22270e7abf34ee140db7e3288e034a2e1176d7d8c,Return to School and College,0,Do you have school aged children living with you who have recently started or returned to in-person instruction (physically located at school)?,true,Yes;No;Other,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Return to School and College.csv,RADx-DHT,"person instruction,school,aged child",group12,"95f584,0.51"
missed_work,,string,82f3fdb1b60bee8c862a6504e43fe11ccde5c8f84f16d5ea3d5a553af6100402ef01c41285c7e20e1d6532a47e3a10c3df4e2ed07be1b4377f6ccacfdd148e89,,,Did you miss school or work due to your illness?__Response,,"['I missed 1 day of school or work', 'No, I did not miss any school or work during my illness', 'I missed 2 days of school or work', 'I am retired and/or school or work days don‚Äôt apply to me', 'I missed more than 3 days of school or work', 'Illness occurred on a weekend or other day(s) off', nan, 'I missed 3 days of school or work', 'I don‚Äôt know / I don‚Äôt remember']",,,0.0,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,"work,school",group13,"41c0dc,0.52;b56436,0.52;b649e8,0.52"
child_absent_covid,,,583f79a57418f5ce5f263f2747ff4003c6e0d2590780b2d8c0a8675b0f863d2b4c912ed0f660f6b4021f75a6ba246f7602bf8622f80b252077c69296d241c0dc,,,About how many days did this child miss school (including missing remote learning) because of illness of you or a family member from COVID-19?,,"1, No missed school days | 2, 1-3 days | 3, 4-6 days | 4, 7-10 days | 5, 11-15 days | 6, 15 or more days | 7, This child was not enrolled in school | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,,,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,radio,,,,,[child_absent] = '2' or [child_absent] = '3' or [child_absent] = '4' or [child_absent] = '5' or [child_absent] = '6',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"child,illness,remote learning,school,day",group13,"148e89,0.52"
during_worriedschool,,,22fbb7179c5cb3764f303c282d548d29209844fdbc136001cce307e7dc9dd05971238b133efb60f0d7b6ec16ea786896a5f64e696a7a27397bd47d13adb56436,,,"How worried have you been about changes to schooling (e.g., missing school in-person)?",,"1, Not at all | 2, Slightly | 3, Moderately | 4, Very | 5, Extremely | 99, Prefer not to answer",,,,,,,tier2_ped,,,(9+) During the COVID-19 pandemic (since March 2020),radio,,,,,,,during_worry,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"school,change",group13,"148e89,0.52"
pastweek_worriedschool,,,b48712d6506e482bce73c7dd507d548ff92d0df46200bfd73bedab86119af24bfb43fa571de0dbce8fefe12cd4ac5d4e9c139b1adda97d795bd1539393b649e8,,,"How worried have you been about changes to schooling (e.g., missing school in-person)?",,"1, Not at all | 2, Slightly | 3, Moderately | 4, Very | 5, Extremely | 99, Prefer not to answer",,,,,,,tier2_ped,,,In the past week:,radio,,,,,,,pastweek_worry,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"school,change",group13,"148e89,0.52"
weight_lbs,,,331edeee2e2430f1a2602fcaa8e04c07c58fefcdad836931d769d404fda37ee413a7dba3e50ba730af1476ed257030c60dbb4973619db69face27c7d9f94338a,,,What is your weight?,,,,,,pound,,,,,,Health Status,float,Weight in pounds,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,weight,group14,"9f0cfd,0.76;f847c7,0.76;162959,0.76;c4ec36,0.85;e50e90,0.66"
weight_lbs,,,101e7f80a650b41db79520250656e92996273b8a5a154b253722e52b6fa304c4ebcea6579fe047905f9ca0579f98620338c2baf03b37ba7931a31d231fa7a301,,,What is your weight?,,,,,,,,,form_1,,,Health status,text,Weight in pounds,number,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,weight,group14,"9f0cfd,0.76;f847c7,0.76;162959,0.76;c4ec36,0.85;e50e90,0.66"
weight,,integer,0c508899ec097602e6a579db1aa1323df52e91cdbeebb97014e5126e834654f1226e837beef37ceb1e7d0dbbe44243b9051fe8b2a6665cfc8ce73c6f749f0cfd,Baseline Survey,7,What is your weight in pounds?,true,|pounds,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,"pound,weight",group14,"94338a,0.76;a7a301,0.76;3db7d2,0.76"
dht_weight,,,bd312fb7924851057d98e5febd93bd40d56cff9a36353929d24d46015b2da49ee83e435a65a772ee23c4315d7e4621b8783a164c1e197ca1049223c67df847c7,,,What is your weight in pounds?,,integer,,,,,,,,Health Status,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,"pound,weight",group14,"94338a,0.76;a7a301,0.76;3db7d2,0.76"
weight,,integer,ff7c9ac371751bafc43b70dc88a25fa048ef255f11adb58aa93bb9380ee127b5254bde1c4eb396e2eaf49e1a330f43831e9abae7fc1b9fe35e80367a0c162959,Largest Gathering and Height/Weight,0,What is your weight in pounds?,true,|pounds,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Largest Gathering and Height Weight.csv,RADx-DHT,"pound,weight",group14,"94338a,0.76;a7a301,0.76;3db7d2,0.76"
dht_weight_category,,,6594da2ee00b6b903c433fe6f6513b79ac70f3c07755cbecc6e1ca04e20f5bcf01a6485a6aa5320ee0a2348b1f4a517d4b2a8459e49bb811c7f6cb11fcc4ec36,,,Approximately what is your weight?,,"""1, 100-150; 2, 151-200; 3, over 200 """,,,,,,,,Health Status Categorical,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,weight,group14,"94338a,0.85;a7a301,0.85;3db7d2,0.85"
weight_lbs,,,5c35227c80b839ed37a016bb3ed5c74a44b0b1ae3d509c2791af432efa4a34346b74b83ccc65e0077a4a8c988e08158b7bfce0766d6c00d8bcc10db3e73db7d2,,,What is your weight?,,,,,,,,,,Health Status,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,weight,group14,"9f0cfd,0.76;f847c7,0.76;162959,0.76;c4ec36,0.85;e50e90,0.66"
weight,Weight of participant,categorical,c2c8c0eba1c92c3151a1ae07ecadd810c1dcaf5d30812ff9b63658b78a2512db27edd0ee167874040418e8a5f0d961d936be507b61661db117afd5c017e50e90,,,"""Please provide your weight""",,100-150; 151-200; 201-250; over250,,,,pounds,,,,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"participant,weight",group14,"94338a,0.66;a7a301,0.66;3db7d2,0.66"
tested_for_conditions__covid_testing_unavailable,,string,58279f2785c3b837feda4e213ee777e91e2c9333dffd8f6ad8fb7a8240c8d9368e58cdb5f1339fd4eac0598a35d8e4bebe7b570f73820692ae994a3252e1fb3d,,,Were you tested for any of the following conditions in the past 24 hours? Select all that apply,,"[nan, 'I tried to get tested for COVID 19 but testing was unavailable']",,,0.0,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT,"hour,condition",group15,"cf8d9a,0.65"
tested_for_conditions__other_condition,,string,61140a10d42a61a0d1fa89ec5dc39470f475fa30db8336ae411e617078127e89be10133ab44749770c0097aabd2f37fc083621bdda8bc2090c81a555f625c64e,,,Were you tested for any of the following conditions in the past 24 hours? Select all that apply,,"[nan, 'I was tested for another condition or infection']",,,0.0,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT,"hour,condition",group15,"cf8d9a,0.65"
not_tested_for_conditions,,string,fcf4d2df931a817132c97d9e84640171cc5fa0135af4cbd826aeb63106eadc65a6ad013e4e2be1e4d702872b86fc4b1a7c5d9912e17083533871440e549ae4e6,,,Were you tested for any of the following conditions in the past 24 hours? Select all that apply,,"['I was not tested for any conditions or infections in the past 24 hours', nan]",,,0.0,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT,"hour,condition",group15,"cf8d9a,0.65"
tested_for_conditions__flu,,string,a15c009034fe02cb58b6a10b4e28be99ef0a7ef7264329dc2df71265e1be4d87ff4f3dae3b18052a106a47e7f43dea25075be047e2b1b3e130fab519cee04600,,,Were you tested for any of the following conditions in the past 24 hours? Select all that apply,,"[nan, 'I was tested for the flu']",,,0.0,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT,"hour,condition",group15,"cf8d9a,0.65"
tested_for_conditions__covid,,string,fcf16c1ac3aaba36136f62a4324350a2b5e2240ee9fc0cdb34c15c20115c47ec1399eac4faacf19789c65893532b31f6e2811c67cb78fcca31adad3bd1991b49,,,Were you tested for any of the following conditions in the past 24 hours? Select all that apply,,"[nan, 'I was tested for coronavirus disease COVID 19']",,,0.0,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT,"hour,condition",group15,"cf8d9a,0.65"
diagnosis_none,Indicates that the participant reported not being diagnosed with any of the conditions on the survey.,categorical,44980f5e8d008b9d103cf6a55036e2d5f5d23dbe134f920bedf2cf7861da476a60b9ec01e4eab96bf276d35898dd0655a13730357a4db7bd4ac014a16c4367e2,,,Have you been diagnosed with any of the following?,,"1, Yes;
0, No",,,,,,,,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"participant,survey,condition,follow",group15,"cf8d9a,0.52"
tested_for_conditions__covid_not_eligible,,string,7b008983f8190ffd1c2541aca012a7c3b0ed39d0ff8a2bfdf81b11510fabcbd62dbd321109b004fa8481287019843d6d2d408c57ab1516d0a276a38ab16cc663,,,Were you tested for any of the following conditions in the past 24 hours? Select all that apply,,"[nan, 'I tried to get tested for COVID 19 but was told I am not eligible or that I do not need a test']",,,0.0,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT,"hour,condition",group15,"cf8d9a,0.65"
current_conditions,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey,,dd443170fc0d84963819ff4cd8169ada0bba062a1acef64d8d2fef2b26da03d2b60e3cb30612ba50b8c9775e0c8bb43977478346127c81a68808c0d3b8cf8d9a,,,Do you have any of the following conditions? (Select all that apply),,,,,,,,,medical_history,,,Conditions,descriptive,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"pdf,condition,toolkit_content,jhu community survey",group15,"e1fb3d,0.65;25c64e,0.65;9ae4e6,0.65;e04600,0.65;991b49,0.65;4367e2,0.52;6cc663,0.65"
chronic_oth,Do you currently have any of the following  conditions? -Other chronic condition,radio,3c860cc2750f98fd6e70c3dff1681e0e70db8c9fdfbfffa9a392d4ecb1cab7135a6e5c2f43aaeaf6daed9d46650525854a0cb8f70d736d515129520862685fcc,,,Other chronic condition,,"1, Yes | 2, No",,,,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"chronic condition,condition",group16,"80c4e6,0.7"
cc_otherchroniccond,,,3e4f035054c1194cebb75cc04a1ef6fb3bdc8133332d0c61ea2f407cad2adf80880cb68963baf69d14aec0a0f20fd5d91e2cca6ae93a6ac91851bd907a80c4e6,,,Other chronic condition,,"1, Yes | 0, No",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,chronic condition,group16,"685fcc,0.7;ce380d,0.75;bc1f8b,0.65;65dc22,1.0"
dht_no_chronic_condition,,,08829e9fb21a38f7cae22aefee40f16b0b14d2ad0a179d0e467555a32c741268fd5c8c23841b1b3f861ffd8607476e0112bdedf17c923acf79f771e586ce380d,,,No chronic condition,,"0,No;1,Yes;98, Don’t know;99, Prefer not to answer",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,chronic condition,group16,"80c4e6,0.75"
oth_chronic_sp,Do you currently have any of the following  conditions? - Specify 'Other Chronic Condition,text,43b825f39cad7bab0af29719a13d8f93f2952ae8dc0c8f82ca654d45249639f9b0c206f86609a020164fc04b5d986898095808e2074522dee36c874800bc1f8b,,,Specify 'Other Chronic Condition' ________,,,,,,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"chronic condition,condition",group16,"80c4e6,0.65;c4c45c,0.53"
dht_other_chronic_cond,,,7fd419b011942d21734d8ff3c413b164c9aa08740db3302e22c966b81f598ce8253aa6715de6c2cc57b23ea387d4a8c851b8ee633a5f9b24c25d34a06365dc22,,,Other chronic condition,,"0,No;1,Yes;98, Don’t know;99, Prefer not to answer",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,chronic condition,group16,"80c4e6,1.0"
other_cond,,,98b86c5f30fe323f89e4650776acc577ce0e0bb54520fde7344c9af263c7e533441f21b06a1eda162bc17798b638e4929826e5dcf783cefbb89df6f013c4c45c,,,Other conditions (specify),,,,,,,,,tier2_ped,,,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,text,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,condition,group16,"bc1f8b,0.53"
serious_mental_illness,,,4415e72199173c70ccc35d0b795620bde3dd7241252a43af402b76a12900797cc3e2a716bdd44f3277a14966447f2e522aea0f086cea5e38d5e3a70a05ad6d57,,,Serious mental illness,,"1, Yes | 0, No",,,,,,,form_1,,,Medical History,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,mental illness,group17,"55879d,0.55"
serious_mental_illness,,,7c431fa6ff0c94bd04f0c1a44c81e1d01616c3f0c2c1f050b0ccd5a147dfb512f71af4525c2e9ed86ca3af71f704cd3ff49c22c9a172a0f1afcf9bbbbca2b5c0,,,Serious mental illness,,"1, Yes | 0, No",,,,,,,,,,Medical History,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,mental illness,group17,"55879d,0.55"
30103-conditionsrisks-13,"Following underlying conditions or risk factors selected;Mental Health conditions, including serious mental illness",categorical,42023c1f538f9dfd78ea47505ac57cf346d5caea82ac12364940a680e526a9e6e26c3da83a1937ded256370acccd4fb992f6e009e5275000dc6d8ad529b533dc,,,"Do you have any of the following underlying conditions or risk factors? Mental Health conditions, including serious mental illness",true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,Medical History,About You,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"mental health condition,health condition,condition,risk factor,mental illness",group17,"55879d,0.54"
serious_mental_illness,,,4132e57b6620bf2a831e245ab1eaf2536ae2309f4b98d3ba5dfcda6051f8e74f04d28e3b11d7faf9ac503ab3ee817663eb7b78dd3afb0ea55c544962fa824a89,,,Serious mental illness,,"1, Yes | 0, No",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,mental illness,group17,"55879d,0.55"
mental_illness,,,26258714f908b19490e24732e7597b230ef34c946f86e31fd0b0587c31f3528c13f498673480742cc3ef460766e05f5404aa1a948b03c1893c61ff365655879d,,,"Have you ever been told by a physician, psychologist, or healthcare provider that you have any mental illness (for example depression, anxiety, bipolar, schizophrenia, or other)?",,"0,No|1,Yes|77,Dont Know|88,Refused/Na|99,Other",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RADx-TECH,"schizophrenia,mental illness,anxiety,psychologist,example depression",group17,"ad6d57,0.55;a2b5c0,0.55;b533dc,0.54;824a89,0.55"
dht_asthma,,,6aa0e886239387e19cce2326b7dc5b9a579e8e351db2b9f439c07cd5717a6b8c45eec9eb068dfde2b6f17ea0f6fa2f786b0a35e4eafc80f3eeaefedcf1c3f8e2,,,Asthma,,"0,No;1,Yes; 98, Don’t know;99, Prefer not to answer",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,asthma,group18,"04268d,1.0;70b536,1.0;f699ac,1.0;df0918,1.0;266a94,0.72;d55c80,1.0"
asthma,,,d51b4f69eff1a5148ba4914a56f91d69c127197b4abeb349bc8d66f871af4768c29ed2e3a69e0a4615858064b94eb5a6cff272b0bdc83921229438058f04268d,,,Asthma,,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,,,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,asthma,group18,"c3f8e2,1.0;70b536,1.0;017937,0.51;df0918,1.0;266a94,0.72;d55c80,1.0;e56ae6,0.55;d3917f,0.72"
asthma,,,2b11679b13c164c8b58da664e115d9adca9a534e663bb8e1b522d7cc94e4b303730b35644780e3ded4716097df95d3ad1f9eb6bc37cf359802543910e470b536,,,Asthma,,"1, Yes | 0, No",,,,,,,,,,Medical History,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,asthma,group18,"c3f8e2,1.0;04268d,1.0;f699ac,1.0;017937,0.51;266a94,0.72;e56ae6,0.55;d3917f,0.72"
cc_asthma,,,f4113d3704cebac304963b874f5d02071f7baeff85ff6c317e3e760aec28cc851bea09bb551aa8f6b662a4f965c8b21e71313e54a690bb79bd7032becbf699ac,,,Asthma,,"1, Yes | 0, No",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,asthma,group18,"c3f8e2,1.0;70b536,1.0;017937,0.51;df0918,1.0;266a94,0.72;d55c80,1.0;e56ae6,0.55;d3917f,0.72"
30103-conditionsrisks-14,Following underlying conditions or risk factors selected; Asthma,categorical,1196fa8ddd2c43e86dfa362dd81147daa7402d87b43a0aaba8931ffe1c10a5af499c232885569593d308a0138de007bb2614b3f378dc97819e4ec61604017937,,,Do you have any of the following underlying conditions or risk factors? Asthma,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,Medical History,About You,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"asthma,risk factor,condition",group18,"04268d,0.51;70b536,0.51;f699ac,0.51;df0918,0.51;266a94,0.54;d55c80,0.51"
asthma,,,981a6415b2257c56a01e39929eb4deb2167616bfe8be2c9fcc395bf7717cf3e6c419db4b5b08b566e64265fd2f963b959429e809953deed22be1743308df0918,,,Asthma,,"1, Yes | 0, No",,,,,,,form_1,,,Medical History,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,asthma,group18,"c3f8e2,1.0;04268d,1.0;f699ac,1.0;017937,0.51;266a94,0.72;e56ae6,0.55;d3917f,0.72"
asthma,,,7e973102b546fa4e3a3a099e52f91f06d02e0a7ef6540aa487f7e240b5f6540d39686d4feab17e8577fc3367a61447d436827650405859799750048a2b266a94,,,"Asthma, to the point that you use inhalers daily or have been to the hospital for your asthma?",,"0,No|1,Yes|77,Dont Know|88,Refused/Na|99,Other",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RADx-TECH,"point,asthma,hospital,inhaler",group18,"c3f8e2,0.72;04268d,0.72;70b536,0.72;f699ac,0.72;017937,0.54;df0918,0.72;d1724b,0.56;d55c80,0.72;e56ae6,0.66;d3917f,1.0;de125d,0.6"
diagnosis_asthma,Indicates that the participant reported having been diagnosed with Asthma,categorical,43d5761ab46d150f593702bd198a7d2b15763e222f23665aa725f09e95bd2816877177ede6dfd8cb5225e9cd19eb4ba9cb6774b3713e8d9147627b7263d1724b,,,Have you been diagnosed with any of the following?,,"1, Yes;
0, No",,,,,,,,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"participant,asthma,follow",group18,"266a94,0.56"
asthma,,,a42f512cb55a3a1dd7d9be4593856006b2f8f0c74f040691e532df3a232518cce4b4bb25bdb3e1fcb67979dbc404cb200fc01a9b7200ea42bb3447bfcfd55c80,,,Asthma,,"1, Yes | 0, No",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,asthma,group18,"c3f8e2,1.0;04268d,1.0;f699ac,1.0;017937,0.51;266a94,0.72;e56ae6,0.55;d3917f,0.72"
complications__worse_athsma_copd__onset,,string,89e75dde9f5d0d8f7cd4d6a10963b08092ef8eef3e3be0d6e97ed6d6507087eec743f273fd7ea555baea32042d35552154825b040359051a9b04ca0a89e56ae6,,,Approximately when did the¬†worsening of asthma or COPD first occur?__Date,,[],,,0.0,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,"asthma,copd",group18,"04268d,0.55;70b536,0.55;f699ac,0.55;df0918,0.55;266a94,0.66;d55c80,0.55"
asthma,,select one,88e30463b6decc9bce0a8ba41f1a9e8dd40e68f1abe5ab6c03d78af470a151d56a9667eda75dfe80738dee95cd6bba42c4e7fc21f4c86ac7f6d4b982ccd3917f,Your Medical Conditions,4,"Asthma, to the point that you use inhalers daily or have been to the hospital for your asthma?",true,Yes;No;Don't know,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT,"point,asthma,hospital,inhaler",group18,"04268d,0.72;70b536,0.72;f699ac,0.72;df0918,0.72;266a94,1.0;d55c80,0.72"
complications__worse_athsma_copd,,string,a2e4dcfe55600b8ccce253e208dbe10495b0fff4a7ae64a8e943e949919420432d1449be3b4e1fffe440f83b11ec95730b81a2fb73dbd17e049c4aca68de125d,,,Were you diagnosed by a healthcare provider with any of the following health problems either during your flu illness or since you recovered from your flu illness? Please select all that apply.__Worsening of asthma or COPD,,"[nan, 'Worsening of asthma or COPD']",,,0.0,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,"health problem,flu illness,asthma,copd,healthcare provider",group18,"266a94,0.6"
sickle_cell_disease,,,fbcdd7d2ac87708ede1ca26a45e60125a33dea4dfad17bb289aeeb1949f1b9be7c90dce80683eb5f4e3347b64e673afeaf5c5de08b3747dc9ba3ca90a7829f3d,,,Sickle cell disease,,"1, Yes | 0, No",,,,,,,,,,Medical History,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,sickle cell disease,group19,"ad481a,1.0;ada958,1.0"
sickle_cell_disease,,,12d952df601e7e3ea29ef962a66ff913aba72c7c7c1e950a93bb4ca3a00bd64f3007e3585cdcc70434016f4fa36e9a374678ef9c6a799e2715ce9bca53f4d00a,,,Sickle cell disease,,"1, Yes | 0, No",,,,,,,form_1,,,Medical History,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,sickle cell disease,group19,"ad481a,1.0;ada958,1.0"
sickle_cell,,,416900655940d8173c2ab00eef838f809368ad0058a437d37b1cc21f4f75075db06effd7f90a62053bde93e837542c918311e811aca356bdd880845105ad481a,,,Sickle cell disease,,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,,,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,sickle cell disease,group19,"829f3d,1.0;f4d00a,1.0;8d00e6,1.0;ada958,1.0"
sickle_cell_disease,,,f80c4a8da181b7124896a5dc3260bd2c89e035f51bab03729656dc6f6b1d5c010e1d7b136c290c5601faa41610e7ed6f8357cacc43dfda85e2921238748d00e6,,,Sickle cell disease,,"1, Yes | 0, No",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,sickle cell disease,group19,"ad481a,1.0;ada958,1.0"
dht_sickle_cell_disease,,,0247ba39a9611aaf991c2132914c9334182079d21864ba9e88700d711f3e6d8febacf077968e72c6ee28ac47221422b5892f7cf52c7f837fffd606e7beada958,,,Sickle cell disease,,"0,No;1,Yes;98, Don’t know;99, Prefer not to answer",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,sickle cell disease,group19,"829f3d,1.0;f4d00a,1.0;ad481a,1.0;8d00e6,1.0"
dht_cancer,,,ee20a176b3492a1abc5db59aacb37177dda1ce37ecd24d356afb19286dec304917596753618cdb5eb196b23e869998225cf1764391258e7ba0a5f7fba627ac11,,,Cancer,,"0,No;1,Yes; 98, Don’t know;99, Prefer not to answer",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,cancer,group20,"8da3fc,1.0;a5dc44,1.0;947b98,1.0;d4db79,1.0"
cancer,,,5014c9a58777d4c952a9f3e13418b0efc635c05bfa40a84389e927833c0acbcf845525b89abc3d7710e0b339848c6c80184671a08d3ab81b6e105d7dd48da3fc,,,Cancer,,"1, Yes | 0, No",,,,,,,,,,Medical History,radio,,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,cancer,group20,"27ac11,1.0;947b98,1.0"
cancer,,,e9a3d80a2e82a9fb5064c4a3a929361ff1f614bf84924eb5dcae5f75db4375a1b1c1aa7f0d952f5d17157ca79bad4d47ab4d103842f2b8d895fa3ea869a5dc44,,,Cancer,,"1, Yes | 0, No",,,,,,,form_1,,,Medical History,radio,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,cancer,group20,"27ac11,1.0;947b98,1.0"
