variable_name,description,datatype,survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,section_header,ui,field_note,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories
diagnosis_hypertension_htn,Indicates that the participant reported having been diagnosed with Hypertension,categorical,,,,,"1, Yes;
0, No",,,,,,,,,,,,,,,,,,,NIH_CD_DD_origcopy.csv,RADx-DHT,
diagnosis_hypertension_htn,Indicates that the participant reported having been diagnosed with Hypertension,categorical,,,Have you been diagnosed with any of the following?,,"1, Yes;
0, No",,,,,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"diagnose,follow"
diagnosis_immuno_compromised,Indicates that the participant reported having been diagnosed as Immuno - compromised,categorical,,,Have you been diagnosed with any of the following?,,"1, Yes;
0, No",,,,,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"diagnose,follow"
diagnosis_none,Indicates that the participant reported not being diagnosed with any of the conditions on the survey.,categorical,,,,,"1, Yes;
0, No",,,,,,,,,,,,,,,,,,,NIH_CD_DD_origcopy.csv,RADx-DHT,
diagnosis_none,Indicates that the participant reported not being diagnosed with any of the conditions on the survey.,categorical,,,Have you been diagnosed with any of the following?,,"1, Yes;
0, No",,,,,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"diagnose,follow"
diagnosis_resolution_datetime,Note: Maximum expected day = Current day.,date_mdy,,,Date of Resolution,,,,,,,,,tier2_ped,Did the patient develop any of the following complications/conditions since the diagnosis of COVID (organized by organ system)?,text,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"date,resolution"
diarrhea,,,,,Diarrhea,,"1, Yes | 0, No",,,,,,,,Symptoms,radio,,,,,,,RADx-rad Minimum CDE,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,diarrhea
diarrhea,,,,,Diarrhea,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,diarrhea
diastolic_pressure,,number,,,Diastolic blood pressure (mmHg),,,,,,,,,tier2_ped,Vital Signs,text,,0,200,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"mmhg,diastolic blood pressure"
did_a_healthcare_provider_recommend_that_you_self_quarantine_or_isolate_stay_in_your_home_apartment_or_room_without_leaving,"Did a healthcare provider recommend that you self-quarantine or isolate (stay in your home, apartment, or room without leaving)?",text,,,,,"[""i_don_t_know_i_can_t_remember"",""yes"",""no""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
did_a_healthcare_provider_recommend_that_you_self_quarantine_or_isolate_stay_in_your_home_apartment_or_room_without_leaving,"Did a healthcare provider recommend that you self-quarantine or isolate (stay in your home, apartment, or room without leaving)?",text,,,,,"[""no"",""yes"",""i_don_t_know_i_can_t_remember""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,
did_a_healthcare_provider_write_you_a_prescription_for_any_medications_to_treat_or_manage_your_current_symptoms,"Did a healthcare provider <span style=""""text-decoration: underline;"""">write you a prescription</span> for any <span style=""""text-decoration: underline;"""">medications</span> to <span style=""""text-decoration: underline;"""">treat or manage</span> your current symptoms?",text,,,,,"[""i_don_t_know_i_can_t_remember"",""yes"",""no""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
did_a_healthcare_provider_write_you_a_prescription_for_any_medications_to_treat_or_manage_your_current_symptoms,"Did a healthcare provider <span style=""""text-decoration: underline;"""">write you a prescription</span> for any <span style=""""text-decoration: underline;"""">medications</span> to <span style=""""text-decoration: underline;"""">treat or manage</span> your current symptoms?",text,,,,,"[""yes"",""no"",""i_don_t_know_i_can_t_remember""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,
did_not_receive_care,,string,,,Did you receive care from a health professional as a result of your flu- or coronavirus-like symptoms in the past 24 hours at any of the following? ,,"[nan, 'I did not receive any healthcare in the past 24 hours']",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT,"flu,result,follow,health professional,past 24 hour,receive care,like symptom,coronavirus"
did_the_healthcare_provider_or_a_diagnostic_test_you_gave_to_yourself_diagnose_you_as_having_the_flu_or_coronavirus_also_known_as_covid_19,"Did the <span style=""text-decoration: underline;"">healthcare provider</span> or a <span style=""text-decoration: underline;"">diagnostic test you gave to yourself</span> diagnose you as having the flu or coronavirus (also known as COVID-19)?<br><br><em>If you completed an at-home test and received a positive diagnosis, please answer ?Yes? for the appropriate diagnosis here.</em>",text,,,,,"[""i_am_waiting_for_my_diagnosis"",""yes_i_was_diagnosed_with_the_coronavirus_covid_19"",""no_i_was_told_i_was_negative_for_the_flu_and_the_coronavirus_covid_19"",""i_don_t_know_i_can_t_remember"",""yes_i_was_diagnosed_with_the_flu"",""yes_i_was_diagnosed_with_both_the_flu_and_the_coronavirus_covid_19""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,
did_the_healthcare_provider_or_a_diagnostic_test_you_gave_to_yourself_diagnose_you_as_having_the_flu_or_coronavirus_also_known_as_covid_19,"Did the <span style=""text-decoration: underline;"">healthcare provider</span> or a <span style=""text-decoration: underline;"">diagnostic test you gave to yourself</span> diagnose you as having the flu or coronavirus (also known as COVID-19)?<br><br><em>If you completed an at-home test and received a positive diagnosis, please answer ?Yes? for the appropriate diagnosis here.</em>",text,,,,,"[""yes_i_was_diagnosed_with_the_coronavirus_covid_19"",""yes_i_was_diagnosed_with_both_the_flu_and_the_coronavirus_covid_19"",""yes_i_was_diagnosed_with_the_flu"",""no_i_was_told_i_was_negative_for_the_flu_and_the_coronavirus_covid_19"",""i_am_waiting_for_my_diagnosis"",""i_don_t_know_i_can_t_remember""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
did_you_complete_a_diagnostic_test_either_by_a_healthcare_provider_or_using_an_at_home_testing_kit,"Did you complete a diagnostic test, either by a healthcare provider or using an at-home testing kit?",text,,,,,"[""yes"",""no""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
did_you_complete_a_diagnostic_test_either_by_a_healthcare_provider_or_using_an_at_home_testing_kit,"Did you complete a diagnostic test, either by a healthcare provider or using an at-home testing kit?",text,,,,,"[""yes"",""no""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,
did_you_ever_miss_any_doses_or_decide_not_to_take_antibiotics,"Did you ever <span style=""text-decoration: underline;"">miss any doses</span> or <span style=""text-decoration: underline;"">decide not to take</span>?antibiotics (for example, Z-pak, amoxicillin, Augmentin, doxycycline)?",text,,,,,"[""i_missed_one_or_more_doses_of_this_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication"",""i_did_not_miss_any_doses_of_medication"",""i_don_t_know_i_can_t_remember""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
did_you_ever_miss_any_doses_or_decide_not_to_take_antibiotics,"Did you ever <span style=""text-decoration: underline;"">miss any doses</span> or <span style=""text-decoration: underline;"">decide not to take</span>?antibiotics (for example, Z-pak, amoxicillin, Augmentin, doxycycline)?",text,,,,,"[""i_missed_one_or_more_doses_of_this_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication"",""i_did_not_miss_any_doses_of_medication"",""i_don_t_know_i_can_t_remember""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,
did_you_ever_miss_any_doses_or_decide_not_to_take_relenza_zanamivir,"Did you ever <span style=""""text-decoration: underline;"""">miss any doses</span> or <span style=""""text-decoration: underline;"""">decide not to take</span> Relenza (zanamivir)?",text,,,,,"[""i_did_not_miss_any_doses_of_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication"",""i_don_t_know_i_can_t_remember"",""i_missed_one_or_more_doses_of_this_medication""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,
did_you_ever_miss_any_doses_or_decide_not_to_take_relenza_zanamivir,"Did you ever <span style=""""text-decoration: underline;"""">miss any doses</span> or <span style=""""text-decoration: underline;"""">decide not to take</span> Relenza (zanamivir)?",text,,,,,"[""i_did_not_miss_any_doses_of_medication"",""i_missed_one_or_more_doses_of_this_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication"",""i_don_t_know_i_can_t_remember""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
did_you_ever_miss_any_doses_or_decide_not_to_take_tamiflu_oseltamivir,"Did you ever <span style=""""text-decoration: underline;"""">miss any doses</span> or <span style=""""text-decoration: underline;"""">decide not to take</span> Tamiflu (oseltamivir)?",text,,,,,"[""i_did_not_miss_any_doses_of_medication"",""i_missed_one_or_more_doses_of_this_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication"",""i_don_t_know_i_can_t_remember""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
did_you_ever_miss_any_doses_or_decide_not_to_take_tamiflu_oseltamivir,"Did you ever <span style=""""text-decoration: underline;"""">miss any doses</span> or <span style=""""text-decoration: underline;"""">decide not to take</span> Tamiflu (oseltamivir)?",text,,,,,"[""i_did_not_miss_any_doses_of_medication"",""i_missed_one_or_more_doses_of_this_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication"",""i_don_t_know_i_can_t_remember""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,
did_you_ever_miss_any_doses_or_decide_not_to_take_the_other_medication_not_listed,"Did you ever <span style=""""text-decoration: underline;"""">miss any doses</span> or <span style=""""text-decoration: underline;"""">decide not to take</span> the """"other"""" medication not listed?",text,,,,,"[""i_missed_one_or_more_doses_of_this_medication"",""i_did_not_miss_any_doses_of_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication"",""i_don_t_know_i_can_t_remember""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
did_you_ever_miss_any_doses_or_decide_not_to_take_the_other_medication_not_listed,"Did you ever <span style=""""text-decoration: underline;"""">miss any doses</span> or <span style=""""text-decoration: underline;"""">decide not to take</span>?the """"other"""" medication not listed?",text,,,,,"[""i_don_t_know_i_can_t_remember"",""i_missed_one_or_more_doses_of_this_medication"",""i_did_not_miss_any_doses_of_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,
did_you_ever_miss_any_doses_or_decide_not_to_take_xofluza_baloxavir_marboxil,"Did you ever <span style=""""text-decoration: underline;"""">miss any doses</span> or <span style=""""text-decoration: underline;"""">decide not to take</span>?Xofluza (baloxavir marboxil)?",text,,,,,"[""i_decided_not_to_take_any_of_the_doses_of_this_medication"",""i_missed_one_or_more_doses_of_this_medication"",""i_did_not_miss_any_doses_of_medication"",""i_don_t_know_i_can_t_remember""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
did_you_ever_miss_any_doses_or_decide_not_to_take_xofluza_baloxavir_marboxil,"Did you ever <span style=""""text-decoration: underline;"""">miss any doses</span> or <span style=""""text-decoration: underline;"""">decide not to take</span>?Xofluza (baloxavir marboxil)?",text,,,,,"[""i_missed_one_or_more_doses_of_this_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication"",""i_did_not_miss_any_doses_of_medication"",""i_don_t_know_i_can_t_remember""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,
did_you_miss_school_or_were_you_unable_to_work_either_at_home_or_in_an_office_due_to_your_flu_like_or_coronavirus_like_illness,"Did you miss school or were you unable to work (either at home or in an office) due to your flu-like or coronavirus-like illness? <em>If you complete unpaid home-based work, such as being a caregiver or consider yourself a homemaker, please also report this as work.</em>",text,,,,,"[""i_missed_2_days_of_school_or_work"",""i_missed_more_than_3_days_of_school_or_work"",""i_am_retired_and_or_school_or_work_days_don_t_apply_to_me"",""i_missed_1_day_of_school_or_work"",""i_missed_3_days_of_school_or_work"",""my_illness_occurred_on_a_weekend_or_other_days_off"",""i_don_t_know_i_don_t_remember"",""no_i_did_not_miss_any_school_or_work_during_my_illness""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
did_you_miss_school_or_were_you_unable_to_work_either_at_home_or_in_an_office_due_to_your_flu_like_or_coronavirus_like_illness,"Did you miss school or were you unable to work (either at home or in an office) due to your flu-like or coronavirus-like illness? <em>If you complete unpaid home-based work, such as being a caregiver or consider yourself a homemaker, please also report this as work.</em>",text,,,,,"[""no_i_did_not_miss_any_school_or_work_during_my_illness"",""i_missed_1_day_of_school_or_work"",""i_missed_3_days_of_school_or_work"",""i_missed_more_than_3_days_of_school_or_work"",""my_illness_occurred_on_a_weekend_or_other_days_off"",""i_don_t_know_i_don_t_remember"",""i_missed_2_days_of_school_or_work"",""i_am_retired_and_or_school_or_work_days_don_t_apply_to_me""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,
did_you_receive_a_covid_19_or_coronavirus_vaccine_recently,Did you receive a COVID-19 or coronavirus vaccine recently?,text,,,,,"[""no"",""i_don_t_know_can_t_remember"",""yes""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
did_you_receive_a_covid_19_or_coronavirus_vaccine_recently,Did you receive a COVID-19 or coronavirus vaccine recently?,text,,,,,"[""yes"",""no"",""i_don_t_know_can_t_remember""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,
did_you_receive_a_covid_19_or_coronavirus_vaccine_recently2,"Did you receive a COVID-19 or coronavirus vaccine <span style=""""text-decoration: underline;"""">recently</span>?",text,,,,,"[""no"",""yes"",""i_don_t_know_can_t_remember""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,
did_you_receive_a_covid_19_or_coronavirus_vaccine_recently2,Did you receive a COVID-19 or coronavirus vaccine recently?,text,,,,,"[""no"",""yes"",""i_don_t_know_can_t_remember""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
did_you_receive_a_covid_19_or_coronavirus_vaccine_recently3,"Did you receive a COVID-19 or coronavirus vaccine <span style=""""text-decoration: underline;"""">recently</span>?",text,,,,,"[""no"",""yes"",""i_don_t_know_can_t_remember""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
did_you_receive_a_diagnosis_of_flu_or_coronavirus_positive_or_negative_only_based_upon_your_symptoms_no_diagnostic_test_was_done,"Did you receive a diagnosis of flu or coronavirus (positive or negative) <span style=""""text-decoration: underline;"""">only based upon your symptoms (no diagnostic test was done)</span>?",text,,,,,"[""i_don_t_know_i_can_t_remember"",""yes"",""no""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,
did_you_receive_a_diagnosis_of_flu_or_coronavirus_positive_or_negative_only_based_upon_your_symptoms_no_diagnostic_test_was_done,"Did you receive a diagnosis of flu or coronavirus (positive or negative) <span style=""""text-decoration: underline;"""">only based upon your symptoms (no diagnostic test was done)?</span>",text,,,,,"[""yes"",""no"",""i_don_t_know_i_can_t_remember""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
did_you_receive_the_flu_vaccine_last_flu_season_september_2019_march_2020,"Did you receive the flu vaccine <span style=""""text-decoration: underline;"""">last</span> flu season? (September 2019 - March 2020)",text,,,,,"[""yes"",""i_don_t_remember"",""no""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
did_you_receive_the_flu_vaccine_often_called_the_flu_shot_recently,"Did you receive the flu vaccine (often called the flu shot) <span style=""""text-decoration: underline;"""">recently</span>?<span id=""""mce_0_start"""" style=""""line-height: 0px;"""">?</span>",text,,,,,"[""i_don_t_know_can_t_remember"",""no"",""yes""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
did_you_receive_the_flu_vaccine_often_called_the_flu_shot_recently,"Did you receive the flu vaccine (often called the flu shot) <span style=""""text-decoration: underline;"""">recently</span>?<span id=""""mce_0_start"""" style=""""line-height: 0px;"""">?</span>",text,,,,,"[""yes"",""i_don_t_know_can_t_remember"",""no""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,
did_you_receive_the_flu_vaccine_often_called_the_flu_shot_recently2,"Did you receive the flu vaccine (often called the flu shot) <span style=""""text-decoration: underline;"""">recently</span>?",text,,,,,"[""yes"",""i_don_t_know_can_t_remember"",""no""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
did_you_receive_the_flu_vaccine_often_called_the_flu_shot_recently2,"Did you receive the flu vaccine (often called the flu shot) <span style=""""text-decoration: underline;"""">recently</span>?",text,,,,,"[""yes"",""no"",""i_don_t_know_can_t_remember""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,
did_you_receive_the_flu_vaccine_often_called_the_flu_shot_this_flu_season_september_2020_to_today,Did you receive the flu vaccine (often called the flu shot) this flu season (September 2020 to today)?,text,,,,,"[""yes"",""no"",""i_don_t_know_can_t_remember""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
did_you_seek_medical_help_from_a_healthcare_provider_testing_facility_or_healthcare_facility,"Did you seek medical help from a healthcare provider, testing facility, or healthcare facility (like a hospital) <span style=""text-decoration: underline;"">as a result of your flu-like or coronavirus-like symptoms?</span>",text,,,,,"[""no"",""yes""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
did_you_seek_medical_help_from_a_healthcare_provider_testing_facility_or_healthcare_facility,"Did you seek medical help from a healthcare provider, testing facility, or healthcare facility (like a hospital) <span style=""text-decoration: underline;"">as a result of your flu-like or coronavirus-like symptoms?</span>",text,,,,,"[""yes"",""no""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,
did_you_take_any_over_the_counter_non_prescription_medications_to_treat_or_manage_your_current_symptoms_in_the_past_7_days,"Did you take any <span style=""""text-decoration: underline;"""">over-the-counter (non-prescription)</span> medications to <span style=""""text-decoration: underline;"""">treat or manage</span> your current symptoms in the <span style=""""text-decoration: underline;"""">past 7 days</span>?",text,,,,,"[""i_don_t_know_i_can_t_remember"",""yes"",""no""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,
did_you_take_any_over_the_counter_non_prescription_medications_to_treat_or_manage_your_current_symptoms_in_the_past_7_days,"Did you take any <span style=""""text-decoration: underline;"""">over-the-counter (non-prescription)</span> medications to <span style=""""text-decoration: underline;"""">treat or manage</span> your current symptoms in the <span style=""""text-decoration: underline;"""">past 7 days</span>?",text,,,,,"[""no"",""yes"",""i_don_t_know_i_can_t_remember""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
did_you_test_positive_for_coronavirus_also_known_as_covid_19,Did you test positive for coronavirus (also known as COVID-19)?,text,,,,,"[""no"",""i_am_waiting_for_my_diagnosis"",""i_don_t_know_i_can_t_remember"",""yes""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
did_you_test_positive_for_coronavirus_also_known_as_covid_19,Did you test positive for coronavirus (also known as COVID-19)?,text,,,,,"[""yes"",""no"",""i_am_waiting_for_my_diagnosis"",""i_don_t_know_i_can_t_remember""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,
dilution effects,,,,,,,,,,,,,,,This came up yesterday in Gail's meeting too,,,,,,,,,,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,
disability,disability that interferes with daily activity,radio,,,"Do you have a disability that interferes with your ability to carry out daily activities? Examples of daily activities include walking, climbing stairs, shopping, balancing a checkbook, bathing or dressing.",,"1, Yes | 2, No | 3, prefer not to answer",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"checkbook,climb stair,shop,interfere,dress,disability,bathe,carry,ability,daily activity include walk,daily activity,example,balance"
disability_blind_2,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,,,,"Are you blind, or do you have serious difficulty seeing, even when wearing glasses?",,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_disability,How often have you used each of the following drugs?,radio,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"difficulty,,blind,wear glass"
disability_date_mdy,Note: Maximum expected day = Current day.,date_mdy,,,Date of Disability Collection,,,,,,,,,tier2_disability,How often have you used each of the following drugs?,text,MM/DD/YYYY,01/01/1900,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"disability collection,date"
disability_deaf_2,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,,,,"Are you deaf, or do you have serious difficulty hearing?",,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_disability,How often have you used each of the following drugs?,radio,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"deaf,difficulty hear"
disability_decisions_2,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,,,,"Because of a physical, mental, or emotional condition, do you have serious difficulty concentrating, remembering, or making decisions? 

(5 years of age or older)",,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_disability,How often have you used each of the following drugs?,radio,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"5 year,age,mental,physical,difficulty concentrate,emotional condition,decision,old,remember"
disability_dress_2,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,,,,"Do you have difficulty dressing or bathing?

(5 years of age or older)",,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_disability,How often have you used each of the following drugs?,radio,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"5 year,difficulty dress,age,bathe,old"
disability_errands_2,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,,,,"Because of a physical, mental, or emotional condition, do you have difficulty doing errands alone such as visiting a doctor's office or shopping? 

(15 years of age or older)",,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_disability,How often have you used each of the following drugs?,radio,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"office,shop,errand,age,mental,doctor,physical,visit,15 year,emotional condition,old,difficulty"
disability_walking_2,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,,,,"Do you have serious difficulty walking or climbing stairs? 

(5 years of age or older)",,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_disability,How often have you used each of the following drugs?,radio,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"5 year,difficulty walk,climb stair,age,old"
discharge_location,,,,,"If hospitalized for suspected or diagnosed COVID-19 and survived, to where was the participant discharged?",,"1, Home with in-home nursing care | 2, Home with self-care | 3, Rehabilitation facility/nursing facility | 4, Other | 97, N/A or not reported | 99, Prefer not to answer",,,,,,,tier2_ped,Outcomes,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"suspect,survive,19,participant discharge,diagnose covid,hospitalize"
discharge_location_other,,,,,Specify,,,,,,,,,tier2_ped,Outcomes,text,,,,[discharge_location] = '6',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,specify
disclosures,,string,,,,,['yes'],,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,
discrimination_ethnicity,,,,,"(13+) During your life, how often have you felt that you were treated badly or unfairly because of your race or ethnicity?",,"1, Never | 2, Rarely | 3, Sometimes | 4, Most of the time | 5, Always| 99, Prefer not to answer",,,,,,,tier2_ped,Did the patient receive the following for treatment of COVID in the hospital?,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,",unfairly,treat badly,13,feel,race,ethnicity,life"
distance,Total distance for activity record,double,,,,,,,https://dev.fitbit.com/build/reference/web-api/activity/,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT,
distance_flights_climbed,A quantity sample type that measures the number flights of stairs that the user has climbed.,long,,,,,,,https://developer.apple.com/documentation/healthkit/hkquantitytypeidentifierflightsclimbed?language=objc,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Apple Watch Intraday Steps].csv,RADx-DHT,
distance_in_meters,"Original Source name (if applicable): `distanceInMeters`.

Garmin documenention:

Distance traveled in meters.
",float,,,,,,,,,,,,,,,,,,,,,,,,activity__garmin_activities_origcopy.csv,RADx-DHT,
distance_meters,A quantity sample type that measures the distance the user has moved by walking or running.,double,,,,,,,https://developer.apple.com/documentation/healthkit/hkquantitytypeidentifier/1615230-distancewalkingrunning,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Apple Watch Intraday Steps].csv,RADx-DHT,
distance_steps,A quantity sample type that measures the number of steps the user has taken.,double,,,,,,,https://developer.apple.com/documentation/healthkit/hkquantitytypeidentifier/1615548-stepcount,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Apple Watch Intraday Steps].csv,RADx-DHT,
distanceinmeters,Distance traveled in meters,double,,,,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Garmin Intraday Steps].csv,RADx-DHT,
distanceinmeters,Distance traveled in meters.,double,,,,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Garmin Intraday Dailies (Heart ].csv,RADx-DHT,
distanceunit,Unit for distance in activity record,string,,,,,,,https://dev.fitbit.com/build/reference/web-api/activity/,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT,
do_any_children_in_your_household_attend_daycare_or_school_in_person_on_a_regular_basis_at_least_1_day_per_week,Do any children in your household attend daycare or school in-person on a regular basis (at least 1 day per week)?,text,,,,,"[""yes"",""no""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
do_any_of_the_following_reasons_describe_why_you_were_tested_for_coronavirus_covid_19_in_the_last_7_days__i_attended_a_large_outdoor_event_or_gathering,Do any of the following reasons describe why you were tested for coronavirus (COVID-19) in the last 7 days? Please select all that apply. | I attended a large outdoor event or gathering,text,,,,,"[""""i_attended_a_large_outdoor_event_or_gathering""""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,
