variable_name,description,datatype,survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,section_header,ui,field_note,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories,related_group
how_often_do_you_have_a_drink_containing_alcohol,How often do you have a drink containing alcohol?,text,,,,,"[""never"",""monthly_or_less_than_2_to_4_times_a_month"",""2_to_3_times_a_week"",""4_or_more_times_a_week""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"alcohol,drink",group24
type_health_insurance__not_sure,,string,,,Which of the following types of health insurance do you currently have?,,"[nan, 'I dont know Im not sure']",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT,"health insurance,type",group25
type_health_insurance__purchased_directly,,string,,,Which of the following types of health insurance do you currently have?,,"[nan, 'Insurance purchased directly from an insurance company']",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT,"health insurance,type",group25
type_health_insurance__government,,string,,,Which of the following types of health insurance do you currently have?,,"[nan, 'Medicaid Medical Assistance or other government assistance plan']",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT,"health insurance,type",group25
type_health_insurance__other,,string,,,Which of the following types of health insurance do you currently have?,,"[nan, 'Other']",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT,"health insurance,type",group25
type_health_insurance__military,,string,,,Which of the following types of health insurance do you currently have?,,"[nan, 'TRICARE or other military health care']",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT,"health insurance,type",group25
type_health_insurance__medicare,,string,,,Which of the following types of health insurance do you currently have?,,"[nan, 'Medicare for people 65 and older or people with certain disabilities']",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT,"health insurance,type",group25
type_health_insurance__employer,,string,,,Which of the following types of health insurance do you currently have?,,"['Insurance through a current or former employer or union or through a family members employer union', nan]",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT,"health insurance,type",group25
what_best_describes_the_type_of_health_insurance_coverage_plan_you_have__i_do_not_currently_have_health_insurance,What best describes the type of health insurance coverage plan you have? Please select all that apply. | I do not currently have health insurance,text,,,,,"[""""i_do_not_currently_have_health_insurance""""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"health insurance coverage plan,health insurance,type",group25
type_health_insurance__va,,string,,,Which of the following types of health insurance do you currently have?,,"[nan, 'Veterans Affairs VA']",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT,"health insurance,type",group25
has_health_insurance,,string,,,Are you currently covered by health insurance?,,"['Yes', 'No', 'I dont know Im not sure']",,,0.0,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT,health insurance,group25
insurance,,,,,What kind of health insurance do you have?,,"1, Private insurance | 2, Public insurance | 3, None",,,,,,,form_1,Insurance Status,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"health insurance,kind",group25
30117-deaf,Deaf Status,categorical,,,Are you deaf or do you have serious difficulty hearing?,true,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Disability Status,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"difficulty,deaf status",group26
disability_deaf_2,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,,,,"Are you deaf, or do you have serious difficulty hearing?",,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_disability,How often have you used each of the following drugs?,radio,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"difficulty,disabilityandhealth,ncbddd",group26
deaf_diff,,,,,"(0-12+) Does this child have deafness or problems with hearing? / (15+) Are you deaf, or do you have serious difficulty hearing?",,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Disability Status,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"difficulty,hear,child,problem,deafness",group26
deaf,,,,,Are you deaf or do you have serious difficulty hearing?,,"1, Yes | 0, No",,,,,,,form_1,Disability Status,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,difficulty,group26
30118-blind,Blind Status,categorical,,,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",true,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Disability Status,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"glass,difficulty,blind status",group27
disability_blind_2,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,,,,"Are you blind, or do you have serious difficulty seeing, even when wearing glasses?",,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_disability,How often have you used each of the following drugs?,radio,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"difficulty,glass,disabilityandhealth,ncbddd",group27
blind_diff,,,,,"(0-12+) Does this child have blindness or problems with seeing even when wearing glasses? / (15+) Are you blind, or do you have serious difficulty seeing, even when wearing glasses?",,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Disability Status,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"difficulty,child,glass,blindness,problem",group27
blind,,,,,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",,"1, Yes | 0, No",,,,,,,form_1,Disability Status,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"glass,difficulty",group27
memory_dis,,,,,"Because of a physical, mental, or emotional condition, do you have serious difficulty concentrating, remembering, or making decisions?",,"1, Yes | 0, No",,,,,,,form_1,Disability Status,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"difficulty,remember,emotional condition,decision",group28
conc_diff,,,,,"(6-12+) Does this child have serious difficulty concentrating, remembering, or making decisions because of a physical, mental, or emotional condition? / (5+) Because of a physical, mental, or emotional condition, do you have serious difficulty concentrating, remembering, or making decisions? ",,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Disability Status,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"emotional condition,decision,difficulty,child,remember",group28
disability_decisions_2,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,,,,"Because of a physical, mental, or emotional condition, do you have serious difficulty concentrating, remembering, or making decisions? 

(5 years of age or older)",,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_disability,How often have you used each of the following drugs?,radio,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"emotional condition,decision,difficulty,disabilityandhealth,ncbddd,remember,age",group28
30119-concentrating,Difficulty Concentrating,categorical,,,"Do you have serious difficulty concentrating, remembering, or making decisions (because of a physical, mental, or emotional condition)?",true,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Disability Status,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"difficulty,remember,emotional condition,decision",group28
disability_walking_2,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,,,,"Do you have serious difficulty walking or climbing stairs? 

(5 years of age or older)",,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_disability,How often have you used each of the following drugs?,radio,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"stair,disabilityandhealth,difficulty,ncbddd,year,age",group29
30120-walking,Difficulty Walking,categorical,,,Do you have serious difficulty walking or climbing stairs?,true,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Disability Status,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"stair,difficulty",group29
walk_diff,,,,,(6-12+) Does this child have serious difficulty walking or climbing stairs? / (5+) Do you have serious difficulty walking or climbing stairs?,,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Disability Status,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"child,stair,difficulty",group29
walking_climbing_dis,,,,,Do you have serious difficulty walking or climbing stairs?,,"1, Yes | 0, No",,,,,,,form_1,Disability Status,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"stair,difficulty",group29
dress_diff,,,,,(6-12+) Does this child have difficulty dressing or bathing? / (5+) Do you have difficulty dressing or bathing? ,,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Disability Status,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"child,difficulty",group30
30121-dressing,Difficulty Dressing,categorical,,,Do you have difficulty dressing or bathing?,true,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Disability Status,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,difficulty,group30
dress_bathe_dis,,,,,Do you have difficulty dressing or bathing?,,"1, Yes | 0, No",,,,,,,form_1,Disability Status,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,difficulty,group30
errand_dis,,,,,"Because of a physical, mental, or emotional condition, do you have difficulty doing errands alone such as visiting a doctor's office or shopping?",,"1, Yes | 0, No",,,,,,,form_1,Disability Status,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"emotional condition,shop,difficulty,errand,doctor",group31
disability_errands_2,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,,,,"Because of a physical, mental, or emotional condition, do you have difficulty doing errands alone such as visiting a doctor's office or shopping? 

(15 years of age or older)",,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_disability,How often have you used each of the following drugs?,radio,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"emotional condition,shop,disabilityandhealth,difficulty,errand,ncbddd,age",group31
30122-errands,Difficulty with Errands,categorical,,,"Do you have difficulty doing errands alone such as visiting a doctor's office or shopping (because of a physical, mental, oremotional condition)?",true,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Disability Status,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"shop,difficulty,errand,office,doctor",group31
errands_diff,,,,,"(12+) Does this child have difficulty doing errands alone, such as visiting a doctor's office or shopping, because of a physical mental, or emotional condition? / (15+) Because of a physical, mental, or emotional condition, do you have difficulty doing errands alone such as visiting a doctor's office or shopping?",,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Disability Status,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"emotional condition,shop,difficulty,errand,child",group31
shortness_of_breath_or_dif,,,,,Shortness of breath or difficulty breathing,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"difficulty,shortness,breath",group32
covid_diffbreath_2,|https://www.cdc.gov/screening/index.html|CDC COVID-19 Screening,,,,Shortness of breath or difficulty breathing,,"1, Yes | 0, No | 98, Don't know| 99, Prefer not to answer",,,,,,,symptoms,Current Symptoms,radio,,,,,,covid_symptomlist,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"difficulty,breath",group32
acute_breath_pe,,,,,Shortness of breath or difficulty breathing,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_breath] ='1' OR  [acute_breath] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"difficulty,shortness,breath",group32
acute_breath,,,,,Shortness of breath or difficulty breathing,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"difficulty,shortness,breath",group32
short_breath,"Are you currently experiencing any of the following symptoms in the past 24 hours? -Shortness of breath, difficulty breathing or chest discomfort",radio,,,"Shortness of breath, difficulty breathing or chest discomfort",,"1, Yes | 2, No | 3, Don't know",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"breath,symptom,chest discomfort,hour,difficulty breathe",group32
disability,disability that interferes with daily activity,radio,,,"Do you have a disability that interferes with your ability to carry out daily activities? Examples of daily activities include walking, climbing stairs, shopping, balancing a checkbook, bathing or dressing.",,"1, Yes | 2, No | 3, prefer not to answer",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"stair,ability,shop,daily activity,disability",group33
do_you_have_a_disability_that_interferes_with_your_ability_to_carry_out_daily_activities,"Do you have a disability that interferes with your ability to carry out daily activities? Examples of daily activities include walking, climbing stairs, shopping, balancing a checkbook, bathing, or dressing.",text,,,,,"[""i_prefer_not_to_answer"",""yes"",""no""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"stair,ability,shop,daily activity,disability",group33
self_reported_disability,,,,,"Do you have a disability that interferes with your ability to carry out daily activities? Examples of daily activities include walking, climbing stairs, shopping, balancing a checkbook,  bathing or dressing.",,"1, Yes | 0, No | 98, Prefer not to answer",,,,,,,health_status,Self-reported Health,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"stair,ability,shop,daily activity,disability",group33
acute_cough,,,,,Cough,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,cough,group34
cough,,,,,Cough,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,cough,group34
acute_cough_pe,,,,,Cough,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_cough] ='1' OR  [acute_cough] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,cough,group34
acute_nausea,,,,,Nausea/vomiting,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"vomit,nausea",group35
acute_nausea_pe,,,,,Nausea/vomiting,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_nausea] ='1' OR  [acute_nausea] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"vomit,nausea",group35
nausea_vomiting,,,,,Nausea/vomiting,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"vomit,nausea",group35
acute_fever_pe,,,,,Fever,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_fever] ='1' OR  [acute_fever] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,fever,group36
fever,,,,,Fever,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,fever,group36
acute_fever,,,,,Fever,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,fever,group36
acute_headache,,,,,Headache,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,headache,group37
acute_headache_pe,,,,,Headache,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_headache] ='1' OR  [acute_headache] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,headache,group37
headache,,,,,Headache,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,headache,group37
covid_olfactory_2,|https://www.cdc.gov/screening/index.html|CDC COVID-19 Screening,,,,New loss of taste or smell,,"1, Yes | 0, No | 98, Don't know| 99, Prefer not to answer",,,,,,,symptoms,Current Symptoms,radio,,,,,,covid_symptomlist,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"new loss,smell,taste",group38
acute_tastesmell_pe,,,,,New loss of taste or smell,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_tastesmell] ='1' OR  [acute_tastesmell] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"new loss,smell,taste",group38
new_loss_of_taste_or_smell,,,,,New loss of taste or smell,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"new loss,smell,taste",group38
acute_tastesmell,,,,,New loss of taste or smell,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"new loss,smell,taste",group38
loss_taste,Are you currently experiencing any of the following symptoms in the past 24 hours? - New loss of taste or smell,radio,,,New loss of taste or smell,,"1, Yes | 2, No | 3, Don't know",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"symptom,smell,taste,new loss,hour",group38
acute_aches,,,,,Muscle or body aches,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"muscle,body",group39
acute_aches_pe,,,,,Muscle or body aches,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_aches] ='1' OR  [acute_aches] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"muscle,body",group39
muscleache,Are you currently experiencing any of the following symptoms in the past 24 hours?-Muscle or body aches,radio,,,Muscle or body aches,,"1, Yes | 2, No | 3, Don't know",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"muscle,symptom,body",group39
acute_con_pe,,,,,Conjunctivitis,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_con] ='1' OR  [acute_con] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,conjunctivitis,group40
acute_con,,,,,Conjunctivitis,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,conjunctivitis,group40
conjunctivitis,,,,,Conjunctivitis,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,conjunctivitis,group40
covid_runnynose_2,|https://www.cdc.gov/screening/index.html|CDC COVID-19 Screening,,,,"Sore throat, congestion or runny nose ",,"1, Yes | 0, No | 98, Don't know| 99, Prefer not to answer",,,,,,,symptoms,Current Symptoms,radio,,,,,,covid_symptomlist,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"runny nose,sore throat,congestion",group41
sorethroat,"Are you currently experiencing any of the following symptoms in the past 24 hours? - Congestion, sore throat, runny nose",radio,,,"Congestion, sore throat, runny nose",,"1, Yes | 2, No | 3, Don't know",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"runny nose,congestion,symptom,sore throat,hour",group41
abdominal_pain,,,,,Abdominal pain,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,abdominal pain,group42
acute_abpain_pe,,,,,Abdominal pain,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_abpain] ='1' OR  [acute_abpain] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,abdominal pain,group42
acute_abpain,,,,,Abdominal pain,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,abdominal pain,group42
diarrhea,,,,,Diarrhea,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,diarrhea,group43
acute_diarrhea_pe,,,,,Diarrhea,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_diarrhea] ='1' OR  [acute_diarrhea] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,diarrhea,group43
acute_diarrhea,,,,,Diarrhea,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,diarrhea,group43
fi_change_diet,PX270301,,,,"In the last 12 months, since (date 12 months ago) did (you/you or other adults in your household) ever cut the size of your meals or skip meals because there wasn't enough money for food?",,"1, Yes | 2, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_food_insecurity,"Food Insecurity:

I'm going to read you two statements that people have made about their food situation. 

Please tell me whether the statement was OFTEN, SOMETIMES, or NEVER true for (you/you and the other members of your household) in the last 12 months.",radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"adult,meal,food,month,px270301,household",group44
fi_hungry,PX270301,,,,"In the last 12 months, were you ever hungry but didn't eat because you couldn't afford enough food?",,"1, Yes | 2, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_food_insecurity,"Food Insecurity:

I'm going to read you two statements that people have made about their food situation. 

Please tell me whether the statement was OFTEN, SOMETIMES, or NEVER true for (you/you and the other members of your household) in the last 12 months.",radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"food,month,px270301",group44
hungry,,select one,Food Security,0," In the last 30 days, were you ever hungry but didn't eat because there wasn't enough money for food?",true,Yes;No,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Food Security.csv,RADx-DHT,"food,money,day",group44
fi_eat_less,PX270301,,,,"In the last 12 months, did you ever eat less than you felt you should because there wasn't enough money to buy food?",,"1, Yes | 2, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_food_insecurity,"Food Insecurity:

I'm going to read you two statements that people have made about their food situation. 

Please tell me whether the statement was OFTEN, SOMETIMES, or NEVER true for (you/you and the other members of your household) in the last 12 months.",radio,,,,[fi_change_diet]='1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"food,month,money,px270301",group44
eat_less,,select one,Food Security,0,"In the last 30 days, did you ever eat less than you felt you should because there wasn't enough money for food?",true,Yes;No,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Food Security.csv,RADx-DHT,"food,money,day",group44
skip_meals,,select one,Food Security,0,"In the last 30 days, did you ever have to cut the size of your meals or skip meals because there wasn’t enough money for food?",true,"Yes, on 1 day;Yes, on 2 days;Yes, on 3 or more days;No",,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Food Security.csv,RADx-DHT,"money,size,meal,food,day",group44
30171-covid_vaccine,COVID vaccine status,categorical,,,Did you receive a vaccine for COVID-19?,true,"1, No; 2, Yes, both doses of a two-dose vaccine; 3, Yes, only the 1st dose of a two-dose vaccine; 4, Yes, one dose of a one-dose vaccine; 999, Prefer not to answer",,,,,,,Symptom Screening,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"covid vaccine status,vaccine",group45
vaccine_edu_pre,,,,,"Prior to your vaccination, were you given information or brochures about the vaccine and/or COVID-19?",,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_vaccine_acceptance,"In deciding whether to get the COVID-19 vaccine, how important are/were these statements to you ?  
1 = Not Important, 3 = Neutral,  5 = Very Important",radio,"This would include materials or discussions with your doctor, your library or church, a government health agency, university/college, or community health organization.",,,[covid_vaccine] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"information,vaccination,brochure,vaccine",group45
